Date,Predicted Winner,Opponent,Is Underdog,Market Prob %,Model Prob %,Edge %,Confidence,Odds,Won?,Correct?,Profit/Loss
2025-02-01,Fares Ziam,Mike Davis,Yes,45.0,80.1,35.0,0.601,122,Yes,Yes,1.22
2025-02-01,Jasmine Jasudavicius,Mayra Bueno Silva,No,71.4,75.6,4.2,0.5123,-250,Yes,Yes,0.4
2025-02-01,Bogdan Grad,Lucas Alexander,Yes,48.1,67.9,19.8,0.3585,108,Yes,Yes,1.08
2025-02-01,Hamdy Abdelwahab,Jamal Pogues,No,59.7,59.9,0.2,0.1981,-148,Yes,Yes,0.68
2025-01-18,Merab Dvalishvili,Umar Nurmagomedov,Yes,31.2,58.2,27.0,0.165,220,Yes,Yes,2.2
2025-01-18,Jiri Prochazka,Jamahal Hill,Yes,49.5,65.7,16.2,0.3141,102,Yes,Yes,1.02
2025-01-18,Jailton Almeida,Serghei Spivac,No,81.8,83.3,1.5,0.6663,-450,Yes,Yes,0.22
2025-01-18,Reinier de Ridder,Kevin Holland,No,57.6,71.6,14.0,0.4318,-136,Yes,Yes,0.74
2025-01-18,Grant Dawson,Diego Ferreira,No,71.0,81.6,10.6,0.6317,-245,Yes,Yes,0.41
2025-01-18,Ailin Perez,Karol Rosa,Yes,32.8,63.5,30.7,0.2692,205,Yes,Yes,2.05
2025-01-18,Muin Gafurov,Rinya Nakamura,Yes,15.9,58.7,42.8,0.1743,530,Yes,Yes,5.3
2025-12-06,Mairon Santos,Muhammad Naimov,No,71.0,77.8,6.8,0.5561,-245,Yes,Yes,0.41
