event_date,f1_name,f2_name,weight_class,model_prob_f1,model_prob_f2,base_confidence,adjusted_confidence,prediction_correct,fighter1_odds,fighter2_odds,is_favorite,f1_top1_striking_volume_control,f1_top2_striking_differential,f1_top3_striking_accuracy,f2_top1_striking_volume_control,f2_top2_striking_differential,f2_top3_recent_control_time_diff_last_3
2025-01-18,Payton Talbott,Raoni Barcelos,Bantamweight,0.838552251458168,0.16144774854183197,0.6771045029163361,0.6771045029163361,False,-1200,750,True,3.403669724770642,2.911111111111111,0.7135683291892155,1.0478087649402392,0.2181818181818187,-26.0
2025-06-14,Alonzo Menifield,Oumar Sy,Light Heavyweight,0.23269504308700562,0.7673049569129944,0.5346099138259888,0.5346099138259888,False,490,-670,False,1.0761381475667189,0.2155555555555555,0.5534111283200075,2.368421052631579,1.7333333333333334,191.5
2025-12-06,Merab Dvalishvili,Petr Yan,Bantamweight,0.7569985240697861,0.24300147593021393,0.5139970481395721,0.5139970481395721,False,-375,300,True,1.7609541532735582,1.8741666666666672,0.4352953311541986,1.314732784904792,1.2157777777777778,63.0
2025-10-11,Deiveson Figueiredo,Montel Jackson,Bantamweight,0.19328254461288452,0.8067174553871155,0.613434910774231,0.4649406149520114,False,265,-330,False,0.7980822219772954,-0.6428070175438592,0.5731144661920329,2.0384615384615388,1.3090909090909093,-19.0
2025-12-06,Grant Dawson,Manuel Torres,Lightweight,0.7143165171146393,0.2856834828853607,0.42863303422927856,0.42863303422927856,False,-270,220,True,1.4646324549237173,0.8589743589743593,0.5227452062584742,1.6034482758620687,1.3999999999999997,-2.0
2025-02-15,Gregory Rodrigues,Jared Cannonier,Middleweight,0.7193785905838013,0.28062140941619873,0.43875718116760254,0.4209924676142642,False,-240,194,True,1.3177189409368637,1.1555555555555563,0.5993120972362184,1.0766052129688493,0.2677777777777774,116.0
2025-02-22,Alonzo Menifield,Julius Walker,Light Heavyweight,0.2947814464569092,0.7052185535430908,0.41043710708618164,0.40584922111941074,False,-235,194,True,1.086206896551724,0.2261904761904758,0.5506664421504454,1.2264150943396226,0.7999999999999998,0.0
2025-02-22,Ibo Aslan,Ion Cutelaba,Light Heavyweight,0.7246721982955933,0.27532780170440674,0.4493443965911865,0.39254836698356144,False,-215,180,True,2.7241379310344827,3.333333333333333,0.5944444444444444,1.4445364238410598,1.0529411764705885,-167.0
2025-08-09,Andre Fili,Christian Rodriguez,Featherweight,0.27374832332134247,0.7262516766786575,0.45250335335731506,0.3790341905965059,False,205,-250,False,0.9403651115618664,-0.2041666666666661,0.3718990406426437,1.160220994475138,0.4833333333333334,-16.0
2025-04-05,Joanderson Brito,Pat Sabatini,Featherweight,0.7004499584436417,0.29955004155635834,0.4008999168872833,0.3668408900756164,False,-205,172,True,1.28125,0.5142857142857145,0.5266426892226466,0.9537037037037036,-0.0625,207.0
2025-08-09,Cody Brundage,Eric McConico,Light Heavyweight,0.6800044625997543,0.31999553740024567,0.36000892519950867,0.36000892519950867,False,-230,190,True,0.6252427184466021,-1.0722222222222215,0.4575524163751059,0.25,-1.5,-36.0
2025-02-22,Jean Matsumoto,Rob Font,Catch Weight,0.687049925327301,0.312950074672699,0.37409985065460205,0.3512237285922097,False,-200,168,True,1.068181818181818,0.25,0.492821606254442,1.5433630314649829,1.784444444444445,-511.0
2025-01-11,Punahele Soriano,Uros Medic,Welterweight,0.3138529360294342,0.6861470639705658,0.3722941279411316,0.34803819705419614,False,198,-240,False,1.2151481888035127,0.8166666666666669,0.5375510280001129,1.5966587112171835,1.3888888888888884,-189.66666666666663
2025-09-06,Brad Tavares,Robert Bryczek,Middleweight,0.6731779873371124,0.3268220126628876,0.34635597467422485,0.3395902702225388,False,-200,168,True,1.0436769933976635,0.1323076923076924,0.42458536598605,0.4776119402985074,-2.3333333333333335,-127.0
2025-03-08,Djorden Santos,Ozzy Diaz,Middleweight,0.674341157078743,0.325658842921257,0.34868231415748596,0.33831428716745315,False,-198,166,True,1.0087719298245614,0.0666666666666664,0.4190217391304348,0.5294117647058824,-1.6,-5.0
2025-08-02,Austin Bashi,John Yannis,Featherweight,0.8526952415704727,0.14730475842952728,0.7053904831409454,0.7053904831409454,True,-1150,730,True,0.5227272727272728,-1.3999999999999997,0.46,0.0,-0.4,0.0
2025-03-29,Raul Rosas Jr.,Vince Morales,Bantamweight,0.8601369857788086,0.1398630142211914,0.7202739715576172,0.6499375352091663,True,-480,370,True,1.2076502732240435,0.2533333333333332,0.3806676265130911,0.84251968503937,-0.666666666666667,21.0
2025-05-10,Benoit Saint Denis,Kyle Prepolec,Lightweight,0.8545269072055817,0.14547309279441833,0.7090538144111633,0.6026957422494889,True,-1400,830,True,1.1418002466091246,0.4791666666666665,0.5582812138782288,0.6808510638297872,-1.5,-149.0
2025-12-06,Antonio Trocoli,Mansur Abdul-Malik,Middleweight,0.20781400799751282,0.7921859920024872,0.5843719840049744,0.5843719840049744,True,980,-1800,False,0.2417582417582418,-2.3,0.4352941176470588,1.9197530864197536,1.655555555555556,-18.666666666666668
2025-10-04,Josh Emmett,Youssef Zalal,Featherweight,0.16668780893087387,0.8333121910691261,0.6666243821382523,0.5652238232245259,True,360,-460,False,0.8923643054277829,-0.4159999999999999,0.3565965710123742,1.7303370786516856,1.181818181818182,28.666666666666668
2025-02-22,Jean Silva,Melsik Baghdasaryan,Featherweight,0.7739730328321457,0.2260269671678543,0.5479460656642914,0.5479460656642914,True,-490,380,True,1.4150197628458496,1.1666666666666663,0.5996215982454515,1.7003484320557491,1.6749999999999998,-128.66666666666666
2025-03-22,Carlos Ulberg,Jan Blachowicz,Light Heavyweight,0.8049272745847702,0.1950727254152298,0.6098545491695404,0.5412725981844153,True,-330,265,True,1.8916408668730649,2.4,0.6115505368856977,1.2201822744683664,0.5556666666666672,-168.66666666666666
2025-08-09,Elijah Smith,Toshiomi Kazama,Bantamweight,0.7704220339655876,0.22957796603441238,0.5408440679311752,0.5408440679311752,True,-820,570,True,1.0,0.0,0.4123711340206185,0.289855072463768,-3.2666666666666675,35.333333333333336
2025-05-17,Gilbert Burns,Michael Morales,Welterweight,0.10249566286802292,0.8975043371319771,0.7950086742639542,0.5320111521526262,True,370,-480,False,0.9505660377358496,-0.1518840579710132,0.5065467703396428,2.137755102040817,2.973333333333334,-49.333333333333336
2025-06-07,Bruno Silva,Joshua Van,Flyweight,0.23421968519687653,0.7657803148031235,0.531560629606247,0.531560629606247,True,520,-720,False,0.8653378706854643,-0.4859649122807017,0.5050629121846701,1.5507662835249043,2.738095238095238,-38.0
2025-10-25,Louie Sutherland,Valter Walker,Heavyweight,0.2151714488863945,0.7848285511136055,0.569657102227211,0.5304810042288793,True,320,-405,False,0.6,-0.4,0.6,0.7894736842105263,-0.2666666666666666,105.66666666666669
2025-11-22,Nurullo Aliev,Shem Rock,Lightweight,0.8134297505021095,0.18657024949789047,0.626859501004219,0.5299627150800748,True,-320,260,True,1.5882352941176472,0.6666666666666667,0.4099747474747475,0.8627450980392156,-0.4666666666666668,0.0
2025-08-02,Felipe Bunes,Rafael Estevam,Flyweight,0.2372589409351349,0.7627410590648651,0.5254821181297302,0.5254821181297302,True,490,-670,False,0.5454545454545455,-2.25,0.4175824175824176,0.2710280373831775,-2.5999999999999996,504.0
2025-09-06,Brendson Ribeiro,Oumar Sy,Light Heavyweight,0.23781824856996536,0.7621817514300346,0.5243635028600693,0.5243635028600693,True,420,-560,False,0.6705202312138729,-1.1399999999999997,0.4315535949585657,1.850746268656716,1.2666666666666662,212.0
2025-06-14,Kris Moutinho,Malcolm Wellmaker,Bantamweight,0.23947080224752426,0.7605291977524757,0.5210583955049515,0.5210583955049515,True,980,-1800,False,0.3280254777070064,-7.033333333333333,0.3438837920489296,0.6666666666666666,-0.6000000000000001,1.0
2025-02-08,Kody Steele,Rongzhu,Lightweight,0.24810240417718887,0.7518975958228111,0.5037951916456223,0.5037951916456223,True,-350,280,True,0.4719999999999999,-4.4,0.2822966507177033,0.6835616438356165,-1.925,171.33333333333334
2025-04-26,Anthony Smith,Zhang Mingyang,Light Heavyweight,0.2286205068230629,0.7713794931769371,0.5427589863538742,0.5027944750305484,True,295,-370,False,0.7193597340656166,-1.0787499999999994,0.5044021272252053,1.4782608695652175,1.1,3.5
2025-11-15,Angela Hill,Fatima Kline,Women's Strawweight,0.24892264604568481,0.7510773539543152,0.5021547079086304,0.5021547079086304,True,440,-590,False,1.1127413520811047,0.5269047619047624,0.491572059935515,1.795321637426901,1.5111111111111115,-66.66666666666667
2025-02-15,Calvin Kattar,Youssef Zalal,Featherweight,0.24953749775886536,0.7504625022411346,0.5009250044822693,0.5009250044822693,True,350,-450,False,0.7609827381496027,-1.3420512820512815,0.3975406541212496,1.6943231441048034,1.06,80.0
2025-11-22,Arman Tsarukyan,Dan Hooker,Lightweight,0.7444544211030006,0.25554557889699936,0.4889088422060013,0.4889088422060013,True,-750,530,True,2.4342955622576476,2.017575757575758,0.5190862347878897,1.08447888027993,0.3072727272727271,26.666666666666668
2025-02-22,Mansur Abdul-Malik,Nick Klein,Middleweight,0.742070809006691,0.257929190993309,0.48414161801338196,0.48414161801338196,True,-1350,810,True,9.666666666666666,5.2,0.5686274509803921,0.7307692307692308,-0.6999999999999997,0.0
2025-11-01,Donte Johnson,Sedriques Dumas,Middleweight,0.7416815906763077,0.2583184093236923,0.48336318135261536,0.48336318135261536,True,-350,280,True,2.0,0.5,0.5555555555555556,0.5730550284629982,-1.0714285714285714,65.0
