event_date,f1_name,f2_name,weight_class,model_prob_f1,model_prob_f2,base_confidence,adjusted_confidence,prediction_correct,fighter1_odds,fighter2_odds,is_favorite,f1_top1_striking_volume_control,f1_top2_striking_accuracy,f1_top3_striking_differential,f2_top1_striking_volume_control,f2_top2_sig_strikes_landed_per_min,f2_top3_striking_accuracy
2025-06-14,Alonzo Menifield,Oumar Sy,Light Heavyweight,0.19765271246433258,0.8023472875356674,0.6046945750713348,0.6046945750713348,False,490,-670,False,1.0761381475667189,0.5534111283200075,0.2155555555555555,2.368421052631579,3.0,0.3
2025-01-18,Payton Talbott,Raoni Barcelos,Bantamweight,0.854414239525795,0.14558576047420502,0.70882847905159,0.6025042071938514,False,-1200,750,True,3.403669724770642,0.7135683291892155,2.911111111111111,1.0478087649402392,4.781818181818182,0.5218001138883386
2025-10-11,Deiveson Figueiredo,Montel Jackson,Bantamweight,0.2227964848279953,0.7772035151720047,0.5544070303440094,0.4692898316760769,False,265,-330,False,0.7980822219772954,0.5731144661920329,-0.6428070175438592,2.0384615384615388,2.56969696969697,0.5590850860634355
2025-12-06,Merab Dvalishvili,Petr Yan,Bantamweight,0.7185497581958771,0.2814502418041229,0.43709951639175415,0.43709951639175415,False,-375,300,True,1.7609541532735582,0.4352953311541986,1.8741666666666672,1.314732784904792,5.078666666666667,0.5521974806752323
2025-06-21,Irina Alekseeva,Klaudia Sygula,Women's Bantamweight,0.7267312556505203,0.2732687443494797,0.45346251130104065,0.43089867730113585,False,-245,200,True,1.2911392405063291,0.4267676767676768,0.766666666666667,0.3157894736842105,1.2,0.375
2025-02-15,Gregory Rodrigues,Jared Cannonier,Middleweight,0.7132752984762192,0.2867247015237808,0.42655059695243835,0.41709020095881044,False,-240,194,True,1.3177189409368637,0.5993120972362184,1.1555555555555563,1.0766052129688493,3.763333333333333,0.5109453023811485
2025-01-18,Muin Gafurov,Rinya Nakamura,Bantamweight,0.2992551624774933,0.7007448375225067,0.4014896750450134,0.4014896750450134,False,530,-750,False,1.656716417910448,0.4612800653887941,0.977777777777778,2.7435897435897436,2.3777777777777778,0.5381453634085213
2025-11-22,Denzel Freeman,Marek Bujlo,Heavyweight,0.2996402978897095,0.7003597021102905,0.40071940422058105,0.39664408169985105,False,-230,190,True,0.3450704225352112,0.310126582278481,-3.1,0.6326530612244898,2.066666666666667,0.3875
2025-02-22,Ibo Aslan,Ion Cutelaba,Light Heavyweight,0.7271918281912804,0.27280817180871964,0.45438365638256073,0.39351604076306174,False,-215,180,True,2.7241379310344827,0.5944444444444444,3.333333333333333,1.4445364238410598,3.42156862745098,0.4886374270220675
2025-06-21,Bogdan Grad,Muhammad Naimov,Featherweight,0.7452756017446518,0.2547243982553482,0.4905512034893036,0.38290790337477054,False,205,-250,False,1.352941176470588,0.696969696969697,1.1999999999999995,0.8781869688385268,2.0666666666666664,0.4386719712039405
2025-08-09,Andre Fili,Christian Rodriguez,Featherweight,0.2170810103416443,0.7829189896583557,0.5658379793167114,0.37777407316705336,False,205,-250,False,0.9403651115618664,0.3718990406426437,-0.2041666666666661,1.160220994475138,3.5,0.5198854346092703
2025-09-06,Brad Tavares,Robert Bryczek,Middleweight,0.7470564991235733,0.2529435008764267,0.4941129982471466,0.3749480148155428,False,-200,168,True,1.0436769933976635,0.42458536598605,0.1323076923076924,0.4776119402985074,2.1333333333333333,0.2406015037593984
2025-08-09,Cody Brundage,Eric McConico,Light Heavyweight,0.8540590554475784,0.14594094455242157,0.7081181108951569,0.3744046515938884,False,-230,190,True,0.6252427184466021,0.4575524163751059,-1.0722222222222215,0.25,0.5,0.3846153846153846
2025-06-14,Miranda Maverick,Rose Namajunas,Women's Flyweight,0.7184361517429352,0.2815638482570648,0.43687230348587036,0.3690223408992299,False,200,-245,False,1.4893882646691636,0.4532085565630025,1.187878787878788,1.094532320338772,3.4462745098039216,0.4386963273817605
2025-02-22,Alonzo Menifield,Julius Walker,Light Heavyweight,0.31793807446956635,0.6820619255304337,0.3641238510608673,0.3641238510608673,False,-235,194,True,1.086206896551724,0.5506664421504454,0.2261904761904758,1.2264150943396226,4.333333333333333,0.6063006979815129
2025-04-05,Joanderson Brito,Pat Sabatini,Featherweight,0.6929091066122055,0.3070908933877945,0.385818213224411,0.36176866809448466,False,-205,172,True,1.28125,0.5266426892226466,0.5142857142857145,0.9537037037037036,1.2875,0.5268849206349207
2025-11-22,Bogdan Grad,Luke Riley,Featherweight,0.6770934462547302,0.3229065537452698,0.35418689250946045,0.34891414902608364,False,205,-250,False,1.4492753623188406,0.5906723484848485,1.0333333333333332,2.0,1.4,0.6086956521739131
2025-08-02,Austin Bashi,John Yannis,Featherweight,0.8724836930632591,0.12751630693674088,0.7449673861265182,0.7449673861265182,True,-1150,730,True,0.5227272727272728,0.46,-1.3999999999999997,0.0,0.0,0.0
2025-08-09,Elijah Smith,Toshiomi Kazama,Bantamweight,0.8261885717511177,0.1738114282488823,0.6523771435022354,0.6523771435022354,True,-820,570,True,1.0,0.4123711340206185,0.0,0.289855072463768,1.3333333333333333,0.4279569892473118
2025-12-06,Antonio Trocoli,Mansur Abdul-Malik,Middleweight,0.12440317124128342,0.8755968287587166,0.7511936575174332,0.6385146088898181,True,980,-1800,False,0.2417582417582418,0.4352941176470588,-2.3,1.9197530864197536,3.4555555555555557,0.4827100804806956
2025-02-22,Jean Silva,Melsik Baghdasaryan,Featherweight,0.8168071284890175,0.1831928715109825,0.633614256978035,0.633614256978035,True,-490,380,True,1.4150197628458496,0.5996215982454515,1.1666666666666663,1.7003484320557491,4.066666666666666,0.5937517649614423
2025-03-29,Raul Rosas Jr.,Vince Morales,Bantamweight,0.8154534250497818,0.1845465749502182,0.6309068500995636,0.6309068500995636,True,-480,370,True,1.2076502732240435,0.3806676265130911,0.2533333333333332,0.84251968503937,3.5666666666666664,0.3715484152228621
2025-11-22,Arman Tsarukyan,Dan Hooker,Lightweight,0.8069479614496231,0.1930520385503769,0.6138959228992462,0.6138959228992462,True,-750,530,True,2.4342955622576476,0.5190862347878897,2.017575757575758,1.08447888027993,3.944545454545455,0.4734581860826681
2025-06-14,Kris Moutinho,Malcolm Wellmaker,Bantamweight,0.13911288231611252,0.8608871176838875,0.721774235367775,0.6135081000626087,True,980,-1800,False,0.3280254777070064,0.3438837920489296,-7.033333333333333,0.6666666666666666,1.2,0.5
2025-05-10,Benoit Saint Denis,Kyle Prepolec,Lightweight,0.8598081991076469,0.14019180089235306,0.7196163982152939,0.6116739384829998,True,-1400,830,True,1.1418002466091246,0.5582812138782288,0.4791666666666665,0.6808510638297872,3.2,0.3502625093753349
2025-02-22,Mansur Abdul-Malik,Nick Klein,Middleweight,0.8531472757458687,0.14685272425413132,0.7062945514917374,0.6003503687679768,True,-1350,810,True,9.666666666666666,0.5686274509803921,5.2,0.7307692307692308,1.9,0.5424430641821947
2025-02-15,Dylan Budka,Edmen Shahbazyan,Middleweight,0.20717597007751465,0.7928240299224854,0.5856480598449707,0.5856480598449707,True,520,-720,False,0.2781954887218045,0.260377358490566,-1.6,1.206572769953052,3.1151515151515157,0.5289808191307904
2025-09-06,Brendson Ribeiro,Oumar Sy,Light Heavyweight,0.20910058170557022,0.7908994182944298,0.5817988365888596,0.5817988365888596,True,420,-560,False,0.6705202312138729,0.4315535949585657,-1.1399999999999997,1.850746268656716,2.755555555555555,0.3180555555555555
2025-06-07,Julianna Pena,Kayla Harrison,Women's Bantamweight,0.21098072081804276,0.7890192791819572,0.5780385583639145,0.5780385583639145,True,500,-700,False,1.7928425952865874,0.4917510917805864,1.6515151515151518,4.870370370370369,4.383333333333333,0.6517081210668265
2025-10-04,Josh Emmett,Youssef Zalal,Featherweight,0.15070192515850067,0.8492980748414993,0.6985961496829987,0.558829319103762,True,360,-460,False,0.8923643054277829,0.3565965710123742,-0.4159999999999999,1.7303370786516856,2.8000000000000003,0.5308996943339718
2025-02-15,Calvin Kattar,Youssef Zalal,Featherweight,0.17037459462881088,0.8296254053711891,0.6592508107423782,0.5567090391643023,True,350,-450,False,0.7609827381496027,0.3975406541212496,-1.3420512820512815,1.6943231441048034,2.586666666666667,0.528350566023008
2025-11-15,Angela Hill,Fatima Kline,Women's Strawweight,0.22510742396116257,0.7748925760388374,0.5497851520776749,0.5497851520776749,True,440,-590,False,1.1127413520811047,0.491572059935515,0.5269047619047624,1.795321637426901,3.411111111111111,0.486172924766387
2025-03-22,Carlos Ulberg,Jan Blachowicz,Light Heavyweight,0.804568700492382,0.19543129950761795,0.6091374009847641,0.5412913604618068,True,-330,265,True,1.8916408668730649,0.6115505368856977,2.4,1.2201822744683664,3.0793333333333335,0.5169467505549058
