age,height_cm,weight_lbs,reach_inches,age_in_prime,age_past_prime,stance_orthodox,stance_southpaw,stance_switch,sig_strikes_landed_per_min,striking_accuracy,striking_defense,striking_differential,defensive_efficiency,striking_volume_control,distance_accuracy_last_3,clinch_accuracy_last_3,ground_output_per_min_last_3,leg_strike_rate_last_3,knockdowns_last_3,striking_accuracy_last_3,sig_strikes_landed_per_min_last_3,head_strike_rate_last_3,body_strike_rate_last_3,ground_strike_rate_last_3,distance_strike_rate_last_3,distance_accuracy_lifetime,clinch_accuracy_lifetime,ground_output_per_min_lifetime,leg_strike_rate_lifetime,knockdowns_lifetime,head_strike_rate_lifetime,body_strike_rate_lifetime,ground_strike_rate_lifetime,distance_strike_rate_lifetime,sig_strikes_landed_per_min_lifetime,striking_accuracy_lifetime,takedown_avg_per_15min,takedown_accuracy,takedown_defense,submission_avg_per_15min,total_fights,wins,losses,draws,has_fight_history,finish_rate,ko_rate,submission_rate,decision_rate,title_fight_experience,avg_fight_duration_rounds,first_round_finish_rate,first_round_ko_rate,early_finish_rate_last_3,early_finish_rate_last_5,round_3_fight_rate,round_3_win_rate,round_3_finish_rate,round_3_performance_score,win_rate_last_3,finish_rate_last_3,ko_rate_last_3,win_rate_last_5,finish_rate_last_5,ko_rate_last_5,performance_trend,athleticism_decline,current_win_streak,current_loss_streak,fights_in_last_year,activity_rate,days_since_last_fight,days_between_last_2_fights,long_layoff_over_1yr,long_layoff_over_2yr,fights_since_last_win,years_since_last_win,has_ever_won,losses_since_last_win,decision_losses_since_last_win,finish_losses_since_last_win,recent_vs_career_win_rate,win_rate_last_3_years,wins_last_3_years,losses_last_3_years,finish_rate_last_3_years,recent_losses_last_2,recent_finish_losses_last_2,recent_finish_loss_last_fight,recent_finish_loss_ratio_last_2,time_decayed_win_rate,time_decayed_finish_rate,time_decayed_ko_rate,avg_opponent_win_rate,avg_beaten_opponent_win_rate,avg_lost_to_opponent_win_rate,avg_opponent_total_fights,avg_beaten_opponent_total_fights,opponent_quality_score,age_x_years_since_last_win,age_x_fights_since_last_win,age_x_recent_vs_career_decline,age_x_days_since_last_fight,age_x_years_since_last_fight,age_x_fights_in_last_year,youth_form_score,recent_sig_strike_diff_last_3,recent_knockdown_diff_last_3,recent_control_time_sec_last_3,recent_control_time_diff_last_3,fighter_id,fighter_name
35.0,172.7,155.0,68.0,0.0,1.0,1.0,0.0,0.0,19.75,0.48,0.58,16.45,0.17575757575757575,5.984848484848485,0.4716874628639334,0.3333333333333333,0.1111111111111111,0.2672672672672673,0.0,0.480837789661319,1.3555555555555554,0.49399399399399396,0.23873873873873871,0.04504504504504505,0.9459459459459459,0.47240966494456027,0.5,0.08333333333333333,0.23378378378378378,1.0,0.5371621621621622,0.22905405405405405,0.033783783783783786,0.9427927927927928,1.5166666666666666,0.47967596129360834,0.29,0.25,0.44,1.5,4.0,1.0,3.0,0.0,1.0,0.5,0.25,0.25,0.5,0.0,2.5,1.0,0.0,1.0,1.0,0.75,0.0,0.0,0.15000000000000002,0.3333333333333333,0.6666666666666666,0.0,0.25,0.5,0.0,0.08333333333333331,0.0,0.0,1.0,4.0,4.0,1019.0,210.0,1.0,1.0,2.0,4.073921971252567,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.5,0.21867012419475385,1.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,142.58726899383984,70.0,0.0,35665.0,97.6454483230664,140.0,0.0,-11.666666666666666,-0.3333333333333333,73.0,-147.33333333333334,116,Rafael Alves
39.0,188.0,185.0,75.0,0.0,1.0,0.0,1.0,0.0,31.583333333333332,0.44,0.52,27.953333333333333,0.14325068870523416,8.700642791551882,0.40638528138528135,0.3333333333333333,0.0,0.04738562091503268,0.0,0.4170523178288493,2.511111111111111,0.6584967320261438,0.29411764705882354,0.0,0.9509803921568628,0.3981269737718995,0.5654208927444347,0.15138888888888888,0.1534363249010242,7.0,0.6724114551293369,0.17415221996963878,0.0839339627654299,0.7418778209029253,2.5638888888888887,0.45646854660932573,0.06,0.14,0.82,0.1,24.0,10.0,13.0,1.0,1.0,0.5,0.375,0.125,0.5,0.0,2.1666666666666665,0.5,0.8,0.0,0.0,0.5,0.3333333333333333,0.0,0.26666666666666666,0.0,0.6666666666666666,0.0,0.0,0.6,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1222.0,182.0,1.0,1.0,9.0,7.526351813826146,1.0,8.0,3.0,5.0,-0.4166666666666667,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.22222595631402708,0.5097899053068142,0.41920411670069546,0.6891956690847664,0.647508848362264,0.7218299532764285,25.875,24.9,-0.07432110491416455,293.5277207392197,351.0,16.25,47658.0,130.4804928131417,156.0,0.0,-10.666666666666666,-1.0,40.333333333333336,-51.333333333333336,117,Sam Alvey
28.0,182.9,170.0,74.0,1.0,0.0,1.0,0.0,0.0,6.97,0.62,0.5,4.859999999999999,0.23696682464454977,3.3033175355450237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118,Christopher Alvidrez
31.0,188.0,205.0,78.0,1.0,0.0,1.0,0.0,0.0,6.0,0.66,0.33,-6.0,0.0275,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119,Mahamed Aly
42.0,182.9,154.0,0.0,0.0,1.0,1.0,0.0,0.0,2.27,0.24,0.63,-3.64,0.1065989847715736,0.38409475465313025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,11.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120,Andre Amado
39.0,188.0,170.0,76.0,0.0,1.0,1.0,0.0,0.0,26.5,0.47,0.78,25.68,0.9512195121951219,32.31707317073171,0.3188311688311688,0.6696428571428572,0.7666666666666666,0.3429824561403509,1.0,0.48038073038073037,2.7666666666666666,0.49122807017543857,0.16578947368421054,0.2596491228070176,0.4421052631578948,0.3188311688311688,0.6696428571428572,0.7666666666666666,0.3429824561403509,1.0,0.49122807017543857,0.16578947368421054,0.2596491228070176,0.4421052631578948,2.7666666666666666,0.48038073038073037,5.84,0.56,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.5,0.5,0.0,0.5,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,0.0,0.6,1.0,0.5,0.5,1.0,0.5,0.5,0.0,0.0,2.0,0.0,2.0,2.0,4435.0,196.0,1.0,1.0,0.0,12.14236824093087,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5401597111769922,0.5401597111769922,0.6533333333333333,0.6533333333333333,0.0,17.0,17.0,0.26133333333333336,473.5523613963039,0.0,0.0,172965.0,473.5523613963039,78.0,0.0,22.0,0.5,137.0,118.0,121,Adlan Amagov
38.0,165.1,115.0,0.0,0.0,1.0,0.0,1.0,0.0,5.53,0.35,0.33,-18.939999999999998,0.013485901103391911,0.22599100939926442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122,Maiara Amanajas dos Santos
0.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123,Chris Amarante
55.0,188.0,315.0,0.0,0.0,1.0,0.0,1.0,0.0,0.83,0.29,0.4,-2.9299999999999997,0.10638297872340426,0.22074468085106383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.13,0.57,1.0,0.8,39.0,15.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124,Jimmy Ambriz
38.0,177.8,170.0,0.0,0.0,1.0,1.0,0.0,0.0,3.16,0.69,0.33,-3.16,0.052215189873417715,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,35.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125,JJ Ambrose
37.0,177.8,185.0,74.0,0.0,1.0,1.0,0.0,0.0,5.0,0.3,0.46,1.15,0.11948051948051948,1.2987012987012987,0.2244949494949495,0.0,0.0,0.15151515151515152,0.0,0.2244949494949495,0.9333333333333335,0.787878787878788,0.06060606060606061,0.0,1.0,0.23087121212121212,0.0,0.05,0.11363636363636363,0.0,0.8409090909090909,0.045454545454545456,0.125,0.875,0.8,0.25660650623885917,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,0.75,0.5,0.25,0.25,0.0,1.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.05,0.0,1.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1180.0,119.0,1.0,1.0,4.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.7416666666666667,0.0,0.0,23.25,0.0,0.0,0.0,148.0,0.0,43660.0,119.53456536618755,148.0,0.0,-7.0,-1.0,0.0,-8.666666666666666,126,Alen Amedovski
35.0,175.3,145.0,70.0,0.0,1.0,0.0,0.0,1.0,57.2,0.52,0.51,53.25,0.1291139240506329,14.481012658227849,0.5047307812013694,0.4166666666666667,0.044444444444444446,0.47061362935553497,0.0,0.5151023102310232,3.8000000000000003,0.3724946037619488,0.1568917668825162,0.005797101449275362,0.9294480419364786,0.5425938204027788,0.31666666666666665,0.38666666666666666,0.30931211974713657,1.0,0.5515859726248606,0.13910190762800276,0.04904788112272977,0.9045042681998618,5.540000000000001,0.5521169416941694,0.56,0.18,0.65,0.8,5.0,3.0,2.0,0.0,1.0,0.6,0.6,0.0,0.4,0.0,2.0,0.3333333333333333,0.5,0.0,0.6666666666666666,0.4,0.5,0.0,0.33,0.3333333333333333,0.3333333333333333,0.0,0.6,0.6,0.6666666666666666,-0.26666666666666666,0.0,3.0,0.0,4.0,4.0,32.0,133.0,0.0,0.0,2.0,0.7775496235455168,1.0,2.0,1.0,1.0,0.0,0.6,3.0,2.0,0.6666666666666666,2.0,1.0,0.0,0.5,0.5233177358632433,0.6095042385068553,0.6095042385068553,0.7704761904761904,0.7619047619047619,0.7833333333333333,17.8,15.666666666666666,-0.012857142857142878,27.21423682409309,70.0,0.0,1120.0,3.0663928815879533,140.0,0.0,1.6666666666666667,-0.3333333333333333,60.0,-139.66666666666666,127,Hyder Amil
22.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128,Hamid Amiri
37.0,177.8,145.0,72.0,0.0,1.0,0.0,1.0,0.0,12.214285714285714,0.44,0.46,9.234285714285713,0.15436241610738258,4.09875359539789,0.26666666666666666,0.3333333333333333,0.0,0.06060606060606061,0.0,0.3055555555555556,0.7000000000000001,0.4727272727272727,0.13333333333333333,0.0,0.5333333333333333,0.37807180106009747,0.07142857142857142,0.3238095238095238,0.03864838864838865,1.0,0.681435503494327,0.13705896500014147,0.2534815062388592,0.5750899223325695,0.9714285714285714,0.4071957018709029,3.96,0.43,0.35,1.1,14.0,7.0,7.0,0.0,1.0,0.6428571428571429,0.2857142857142857,0.35714285714285715,0.35714285714285715,0.0,2.142857142857143,0.5714285714285714,1.0,1.0,1.0,0.42857142857142855,0.3333333333333333,0.0,0.2523809523809524,0.3333333333333333,1.0,0.0,0.2,0.8,0.0,0.1333333333333333,0.0,3.0,0.0,4.0,4.0,998.0,238.0,1.0,1.0,2.0,3.728952772073922,1.0,2.0,0.0,2.0,-0.3,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.33450709642614407,0.8259613507397984,0.04235099968904941,0.85,0.0,0.0,20.0,0.0,0.0,137.97125256673513,74.0,11.1,36926.0,101.09787816563997,148.0,0.0,-32.333333333333336,0.0,103.66666666666667,-47.0,129,Makwan Amirkhani
30.0,160.0,115.0,68.0,1.0,0.0,1.0,0.0,0.0,22.5,0.5,0.54,20.34,0.25,10.416666666666666,0.38888888888888884,0.3333333333333333,0.3444444444444444,0.10683760683760683,0.0,0.6120071684587813,0.9111111111111111,0.6880341880341879,0.20512820512820515,0.5085470085470086,0.452991452991453,0.381859410430839,0.16666666666666666,1.1055555555555554,0.05535678791492745,0.0,0.7135261379447426,0.23111707414032992,0.4787567084078712,0.5020125223613595,1.6444444444444446,0.5498572795536742,2.16,0.36,0.0,3.8,6.0,4.0,2.0,0.0,1.0,0.6666666666666666,0.16666666666666666,0.5,0.3333333333333333,0.0,2.1666666666666665,0.5,0.0,1.0,0.75,0.5,0.3333333333333333,0.3333333333333333,0.3666666666666667,0.6666666666666666,0.6666666666666666,0.0,0.8,0.8,0.25,-0.13333333333333341,0.0,0.0,1.0,4.0,4.0,46.0,182.0,0.0,0.0,1.0,0.6242299794661191,1.0,1.0,1.0,0.0,0.13333333333333341,0.6666666666666666,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.6487465967764213,1.0,0.19072751683435626,0.650943311934024,0.6328320802005012,0.6871657754010696,17.666666666666668,16.75,-0.043466956160454734,18.726899383983575,30.0,0.0,1380.0,3.7782340862422994,120.0,0.0,-10.0,-0.3333333333333333,227.33333333333334,78.0,130,Jaqueline Amorim
32.0,0.0,185.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131,Yaroslav Amosov
59.0,172.7,190.0,0.0,0.0,1.0,1.0,0.0,0.0,6.75,0.39,0.83,4.74,0.41293532338308464,3.3582089552238807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132,Bertrand Amoussou
40.0,180.3,185.0,0.0,0.0,1.0,1.0,0.0,0.0,1.47,0.34,0.54,-1.2,0.20224719101123598,0.550561797752809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,36.0,15.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133,Karl Amoussou
38.0,185.4,185.0,75.0,0.0,1.0,0.0,1.0,0.0,41.26315789473684,0.48,0.5,37.173157894736846,0.12224938875305624,10.088791661304851,0.34674463937621836,0.7870370370370371,1.6888888888888889,0.07660455486542443,0.0,0.5270023263542706,3.0444444444444443,0.5992119147799372,0.32418353035463837,0.31603553062178585,0.4020236425566019,0.40590554463507317,0.673861122842447,0.8898245614035087,0.0484203129621949,7.0,0.6635824807644574,0.2879972062733479,0.19217414822953857,0.5858754410500423,3.511228070175438,0.49965391511850715,1.75,0.24,0.8,0.1,19.0,9.0,10.0,0.0,1.0,0.42105263157894735,0.3684210526315789,0.05263157894736842,0.5263157894736842,0.0,2.473684210526316,0.2222222222222222,0.4,0.5,0.6666666666666666,0.631578947368421,0.4166666666666667,0.08333333333333333,0.35964912280701755,0.6666666666666666,0.6666666666666666,0.5,0.6,0.6,0.6666666666666666,0.06666666666666665,0.0,2.0,0.0,4.0,4.0,123.0,245.0,0.0,0.0,1.0,1.0075290896646132,1.0,1.0,0.0,1.0,0.12631578947368421,0.5,2.0,2.0,0.5,1.0,1.0,1.0,0.5,0.46884287402107194,0.5748774790576358,0.5748774790576358,0.6761574074074074,0.6041666666666666,0.49876543209876545,22.5,24.0,0.04216049382716047,38.2861054072553,38.0,0.0,4674.0,12.796714579055442,152.0,0.0,10.666666666666666,-1.0,316.6666666666667,253.33333333333334,134,Eryk Anders
54.0,188.0,230.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,10799.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,4.0,0.0,0.0,0.0,54.0,0.0,583146.0,1596.5667351129364,54.0,0.0,-8.0,0.0,0.0,0.0,135,Matt Andersen
51.0,167.6,240.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136,Andy Anderson
0.0,167.6,160.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,90.0,0.3103448275862069,0.0,0.0,0.0,0.0,0.2727272727272727,0.6,0.6666666666666666,0.3333333333333333,0.0,1.0,0.3103448275862069,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.6,0.2727272727272727,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,9574.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-11.0,0.0,3.0,-196.0,137,Lowell Anderson
36.0,190.5,205.0,79.0,0.0,1.0,1.0,0.0,0.0,48.06666666666667,0.46,0.59,45.84666666666667,0.2657657657657657,21.65165165165165,0.35802469135802467,0.3516483516483517,0.4666666666666666,0.16287878787878787,1.0,0.43402949463555524,3.088888888888889,0.6393939393939395,0.19772727272727275,0.10606060606060606,0.7257575757575757,0.3913447531367597,0.5729518661415213,1.077777777777778,0.1084510322010322,1.0,0.7414027989027989,0.1501461688961689,0.21553932178932184,0.5950290062790063,3.911111111111111,0.47882131267284733,4.89,0.5,0.83,0.0,15.0,10.0,5.0,0.0,1.0,0.4666666666666667,0.4666666666666667,0.0,0.5333333333333333,0.0,2.4,0.2,0.6666666666666666,0.5,0.25,0.6666666666666666,0.7,0.0,0.4833333333333333,0.6666666666666666,0.6666666666666666,0.5,0.8,0.4,0.25,-0.13333333333333341,0.0,2.0,0.0,4.0,4.0,2125.0,105.0,1.0,1.0,1.0,6.105407255304586,1.0,1.0,0.0,1.0,0.13333333333333341,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.6426499928143988,0.3334895448333067,0.3334895448333067,0.6662961381675426,0.6756750324928461,0.6475383495169353,29.266666666666666,25.7,0.028136682975910765,219.7946611909651,36.0,0.0,76500.0,209.44558521560575,144.0,0.0,8.666666666666666,0.0,16.333333333333332,-6.0,138,Corey Anderson
35.0,182.9,155.0,0.0,0.0,1.0,0.0,0.0,0.0,3.97,0.37,0.61,0.8900000000000001,0.19805194805194803,1.288961038961039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.14,0.6,0.0,17.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139,Derek Anderson
