feature,importance
f2_age_past_prime,2.0
f2_finish_rate_last_5,2.0
f1_early_finish_rate_last_5,2.0
f2_losses_last_3_years,2.0
f2_opponent_quality_score,2.0
f1_win_rate_last_3_years,2.0
decision_losses_since_last_win_diff,2.0
f1_losses_last_3_years,2.0
f1_weight_lbs,2.0
f1_win_rate_last_3,2.0
youth_form_score_diff,2.0
finish_losses_since_last_win_diff,2.0
f1_recent_finish_losses_last_2,2.0
f1_stance_orthodox,2.0
num_common_opponents,1.0
f1_recent_finish_loss_last_fight,1.0
f1_draws,1.0
f1_win_rate_last_5,1.0
f1_finish_rate_last_5,1.0
f2_first_round_ko_rate,1.0
f2_wins_last_3_years,1.0
f2_early_finish_rate_last_5,1.0
striker_vs_grappler,1.0
f2_win_rate_last_5,1.0
f2_stance_orthodox,1.0
f1_fights_in_last_year,1.0
f2_age_in_prime,1.0
f2_stance_southpaw,1.0
f1_activity_rate,1.0
both_finishers,1.0
f2_losses_since_last_win,1.0
f1_age_in_prime,1.0
f1_round_3_win_rate,1.0
losses_since_last_win_diff,1.0
orthodox_vs_orthodox,1.0
orthodox_vs_southpaw,1.0
f2_recent_finish_loss_ratio_last_2,1.0
f2_recent_finish_losses_last_2,1.0
f1_losses_since_last_win,1.0
first_round_ko_rate_diff,1.0
recent_finish_loss_last_fight_diff,1.0
f1_ko_rate_last_3,1.0
f1_decision_losses_since_last_win,1.0
f2_recent_form_quality_adjusted,1.0
recent_form_diff,1.0
f1_stance_switch,1.0
f1_stance_southpaw,1.0
common_opponent_performance_diff,1.0
both_grapplers,1.0
f1_round_3_finish_rate,1.0
