feature,importance
f1_striking_volume_control,79.0
age_difference,73.0
f2_striking_volume_control,69.0
takedown_ability_diff,58.0
avg_opponent_win_rate_diff,40.0
recent_control_time_sec_last_3_diff,32.0
age_x_years_since_last_win_diff,31.0
f2_striking_accuracy,30.0
f1_avg_opponent_total_fights,29.0
takedown_matchup,29.0
recent_sig_strike_diff_last_3_diff,29.0
finish_rate_diff,29.0
f2_avg_opponent_win_rate,28.0
f2_striking_differential,27.0
f2_recent_control_time_diff_last_3,27.0
f1_striking_accuracy,26.0
f1_reach_inches,26.0
striking_differential,25.0
prospect_momentum_score_diff,25.0
recent_finish_losses_last_2_diff,24.0
time_decayed_win_rate_adj_opp_quality_diff,24.0
striking_output_diff,23.0
f1_avg_beaten_opponent_total_fights,22.0
striking_differential_x_opponent_quality_diff,21.0
f2_avg_opponent_total_fights,21.0
f1_losses,21.0
f2_age,21.0
opponent_quality_score_diff,20.0
recent_vs_career_win_rate_diff,20.0
f2_age_x_days_since_last_fight,20.0
f1_days_since_last_fight,20.0
f2_avg_beaten_opponent_total_fights,20.0
f2_reach_inches,20.0
striking_accuracy_diff,19.0
f2_recent_sig_strike_diff_last_3,19.0
f1_sig_strikes_landed_per_min,19.0
f1_avg_opponent_win_rate,18.0
f1_striking_differential,18.0
f2_recent_control_time_sec_last_3,18.0
f1_avg_beaten_opponent_win_rate,17.0
f2_wins,17.0
f2_sig_strikes_landed_per_min,17.0
f2_power_striker_score,17.0
height_advantage,17.0
f2_days_between_last_2_fights,16.0
f1_age_x_days_since_last_fight,16.0
recent_control_time_diff_last_3_diff,16.0
f2_round_3_performance_score,16.0
f1_recent_sig_strike_diff_last_3,15.0
f1_round_3_performance_score,15.0
recent_volume_momentum_diff,15.0
recent_form_quality_adjusted_diff,15.0
f2_age_x_years_since_last_win,15.0
f1_days_between_last_2_fights,15.0
f2_avg_fight_duration_rounds,15.0
f2_losses,14.0
f2_time_decayed_win_rate,14.0
round_3_win_rate_diff,14.0
f1_recent_control_time_sec_last_3,14.0
f2_avg_lost_to_opponent_win_rate,14.0
f1_age,13.0
