feature,importance
f1_power_striker_score,11.0
f2_submission_rate,11.0
age_x_recent_vs_career_decline_diff,11.0
f1_early_finish_advantage,11.0
f1_submission_rate,11.0
f1_time_decayed_finish_rate,11.0
experience_difference,10.0
f2_recent_control_time_sec_last_3,10.0
f2_ko_rate,10.0
round_3_win_rate_diff,10.0
opponent_quality_score_diff_squared,10.0
f2_total_fights,10.0
f1_finish_rate,9.0
f2_decision_rate,9.0
age_x_fights_since_last_win_diff,9.0
early_finish_advantage_diff,9.0
finish_rate_last_3_years_diff,9.0
f1_time_decayed_win_rate,8.0
time_decayed_win_rate_diff,8.0
f2_first_round_finish_rate,8.0
f2_wins,8.0
f2_age_x_fights_in_last_year,8.0
round_3_performance_diff,8.0
f1_height_cm,8.0
f1_decision_rate,7.0
f2_early_finish_advantage,7.0
f2_recent_knockdown_diff_last_3,7.0
f2_recent_finish_loss_ratio_last_2,7.0
f1_age_x_fights_since_last_win,7.0
early_finish_rate_last_5_diff,7.0
f1_prospect_momentum_score,6.0
f1_youth_form_score,6.0
f2_round_3_finish_rate,6.0
f2_current_loss_streak,6.0
f2_finish_rate,6.0
f1_age_x_fights_in_last_year,6.0
age_x_years_since_last_fight_diff,6.0
f1_opponent_quality_score,6.0
f2_decision_losses_since_last_win,6.0
f2_avg_lost_to_opponent_win_rate,6.0
time_decayed_finish_rate_diff,6.0
f2_current_win_streak,6.0
decision_losses_since_last_win_diff,6.0
style_volatility_mismatch_diff,5.0
f2_recent_vs_career_win_rate,5.0
f2_sig_strikes_landed_per_min_lifetime,5.0
losses_last_3_years_diff,5.0
recent_knockdown_diff_last_3_diff,5.0
recent_form_diff,5.0
f1_decision_losses_since_last_win,5.0
first_round_finish_rate_diff,5.0
f1_avg_fight_duration_rounds,5.0
f1_age_x_recent_vs_career_decline,5.0
f2_round_3_fight_rate,5.0
f1_ko_rate,5.0
f1_recent_form_quality_adjusted,5.0
f1_age_in_prime,4.0
f1_wins_last_3_years,4.0
f1_finish_rate_last_3,4.0
f2_win_rate_last_3_years,4.0
f2_weight_lbs,4.0
f2_finish_rate_last_3_years,4.0
f1_age_x_years_since_last_fight,4.0
f2_height_cm,4.0
f2_age_x_years_since_last_fight,4.0
f2_age_x_recent_vs_career_decline,4.0
f2_age_x_fights_since_last_win,4.0
f2_youth_form_score,4.0
f1_win_rate_last_3_years,4.0
f1_weight_lbs,4.0
win_streak_diff,4.0
f1_sig_strikes_landed_per_min_lifetime,4.0
f1_round_3_finish_rate,3.0
f2_prospect_momentum_score,3.0
f2_win_rate_last_5,3.0
first_round_ko_rate_diff,3.0
f1_round_3_win_rate,3.0
f1_first_round_finish_rate,3.0
f1_losses_last_3_years,3.0
f1_first_round_ko_rate,3.0
f1_current_loss_streak,3.0
f1_finish_rate_last_3_years,3.0
both_finishers,2.0
f1_ko_rate_last_3,2.0
win_rate_last_3_years_diff,2.0
orthodox_vs_orthodox,2.0
orthodox_vs_southpaw,2.0
f2_early_finish_rate_last_3,2.0
f2_draws,2.0
fights_since_last_win_diff,2.0
f2_losses_last_3_years,2.0
f2_wins_last_3_years,2.0
f2_stance_orthodox,2.0
f1_early_finish_rate_last_5,2.0
f1_fights_in_last_year,2.0
f1_early_finish_rate_last_3,2.0
f2_round_3_win_rate,2.0
f2_time_decayed_win_rate_adj_opp_quality,2.0
f2_recent_form_quality_adjusted,2.0
f1_finish_rate_last_5,2.0
f1_fights_since_last_win,1.0
f1_win_rate_last_3,1.0
f2_ko_rate_last_5,1.0
f2_opponent_quality_score,1.0
both_grapplers,1.0
both_strikers,1.0
common_opponent_performance_diff,1.0
striker_vs_grappler,1.0
f2_recent_finish_losses_last_2,1.0
f1_win_rate_last_5,1.0
f1_recent_finish_losses_last_2,1.0
early_finish_rate_last_3_diff,1.0
f2_activity_rate,1.0
f2_first_round_ko_rate,1.0
f2_early_finish_rate_last_5,1.0
f2_win_rate_last_3,1.0
f2_finish_rate_last_3,1.0
long_layoff_over_1yr_diff,1.0
f2_finish_rate_last_5,1.0
f1_draws,1.0
f1_losses_since_last_win,1.0
f1_recent_finish_loss_ratio_last_2,1.0
f1_performance_trend,1.0
f2_stance_switch,1.0
f1_activity_rate,1.0
recent_finish_loss_last_fight_diff,1.0
f2_stance_southpaw,1.0
f2_age_in_prime,1.0
f1_stance_orthodox,1.0
