Date,Predicted Winner,Opponent,Is Underdog,Market Prob %,Model Prob %,Edge %,Confidence,Odds,Won?,Correct?,Profit/Loss
2025-05-03,Montel Jackson,Daniel Marcos,No,69.2,76.4,7.2,0.5285,-225,Yes,Yes,0.44
2025-05-03,Cameron Smotherman,Serhiy Sidey,No,58.0,68.9,23.0,0.3781,-138,No,No,-1.0
2025-05-03,Gaston Bolanos,Quang Le,Yes,48.1,60.9,5.2,0.2184,108,No,No,-1.0
2025-04-26,Zhang Mingyang,Anthony Smith,No,78.7,79.5,0.8,0.5898,-370,Yes,Yes,0.27
2025-04-26,Giga Chikadze,David Onama,No,66.4,51.4,13.8,0.0275,-198,No,No,-1.0
2025-04-26,Abus Magomedov,Michel Pereira,Yes,45.5,54.5,9.1,0.0907,120,Yes,Yes,1.2
2025-04-26,Andre Muniz,Ikram Aliskerov,No,81.1,51.3,28.6,0.0262,-430,No,No,-1.0
2025-04-26,Jimmy Flick,Matt Schnell,No,62.1,51.7,9.7,0.0342,-164,No,No,-1.0
2025-04-26,John Castaneda,Chris Gutierrez,No,59.7,53.5,9.2,0.0693,-148,No,No,-1.0
2025-04-05,Lerone Murphy,Josh Emmett,No,76.2,78.8,2.6,0.5764,-320,Yes,Yes,0.31
2025-04-05,Gerald Meerschaert,Brad Tavares,No,62.4,54.7,13.0,0.0931,-166,No,No,-1.0
2025-04-05,Rhys McKee,Daniel Frunza,Yes,49.0,68.0,18.9,0.3593,104,Yes,Yes,1.04
2025-03-29,Manuel Torres,Drew Dober,No,55.4,70.2,14.9,0.4044,-124,Yes,Yes,0.81
2025-03-29,CJ Vergara,Edgar Chairez,No,73.0,56.0,24.8,0.1203,-270,No,No,-1.0
2025-03-29,Raul Rosas Jr.,Vince Morales,No,82.8,83.1,0.4,0.6625,-480,Yes,Yes,0.21
2025-03-22,Carlos Ulberg,Jan Blachowicz,No,76.7,81.6,4.8,0.6316,-330,Yes,Yes,0.3
2025-03-22,Kevin Holland,Gunnar Nelson,Yes,48.1,65.6,17.5,0.3124,108,Yes,Yes,1.08
2025-03-22,Chris Duncan,Jordan Vucenic,Yes,27.4,60.1,32.7,0.202,265,Yes,Yes,2.65
2025-03-22,Nathaniel Wood,Morgan Charriere,Yes,50.5,55.4,4.9,0.1074,-102,Yes,Yes,0.98
2025-03-22,Chris Padilla,Jai Herbert,Yes,47.6,70.9,23.3,0.4175,110,Yes,Yes,1.1
2025-03-22,Felipe dos Santos,Lone'er Kavanagh,No,71.8,51.7,19.4,0.0331,-255,No,No,-1.0
2025-03-22,Mick Parkin,Marcin Tybura,Yes,41.3,72.7,10.0,0.4532,142,No,No,-1.0
2025-03-22,Puja Tomar,Shauna Bannon,No,67.7,53.7,17.5,0.0743,-210,No,No,-1.0
