event_date,f1_name,f2_name,weight_class,model_prob_f1,model_prob_f2,base_confidence,adjusted_confidence,prediction_correct,fighter1_odds,fighter2_odds,is_favorite,f1_top1_striking_volume_control,f1_top2_striking_differential,f1_top3_striking_accuracy,f2_top1_striking_volume_control,f2_top2_striking_differential,f2_top3_striking_accuracy
2025-05-10,Benoit Saint Denis,Kyle Prepolec,Lightweight,0.8196711912751198,0.18032880872488022,0.6393423825502396,0.6393423825502396,True,-1400,830,True,1.1418002466091246,0.4791666666666665,0.5582812138782288,0.6808510638297872,-1.5,0.3502625093753349
2025-12-06,Antonio Trocoli,Mansur Abdul-Malik,Middleweight,0.1979145109653473,0.8020854890346527,0.6041709780693054,0.6041709780693054,True,980,-1800,False,0.2417582417582418,-2.3,0.4352941176470588,1.9197530864197536,1.655555555555556,0.4827100804806956
2025-10-04,Josh Emmett,Youssef Zalal,Featherweight,0.15715811401605606,0.8428418859839439,0.6856837719678879,0.5617810085348446,True,360,-460,False,0.8923643054277829,-0.4159999999999999,0.3565965710123742,1.7303370786516856,1.181818181818182,0.5308996943339718
2025-05-17,Gilbert Burns,Michael Morales,Welterweight,0.13722997903823853,0.8627700209617615,0.725540041923523,0.5611269110996584,True,370,-480,False,0.9505660377358496,-0.1518840579710132,0.5065467703396428,2.137755102040817,2.973333333333334,0.5723174074619721
2025-09-06,Brendson Ribeiro,Oumar Sy,Light Heavyweight,0.21954607218503952,0.7804539278149605,0.560907855629921,0.560907855629921,True,420,-560,False,0.6705202312138729,-1.1399999999999997,0.4315535949585657,1.850746268656716,1.2666666666666662,0.3180555555555555
2025-02-15,Calvin Kattar,Youssef Zalal,Featherweight,0.18965164572000504,0.810348354279995,0.6206967085599899,0.5600473596675073,True,350,-450,False,0.7609827381496027,-1.3420512820512815,0.3975406541212496,1.6943231441048034,1.06,0.528350566023008
2025-08-09,Elijah Smith,Toshiomi Kazama,Bantamweight,0.7784413322806358,0.22155866771936417,0.5568826645612717,0.5568826645612717,True,-820,570,True,1.0,0.0,0.4123711340206185,0.289855072463768,-3.2666666666666675,0.4279569892473118
2025-11-22,Arman Tsarukyan,Dan Hooker,Lightweight,0.7711214125156403,0.22887858748435974,0.5422428250312805,0.5422428250312805,True,-750,530,True,2.4342955622576476,2.017575757575758,0.5190862347878897,1.08447888027993,0.3072727272727271,0.4734581860826681
2025-03-22,Carlos Ulberg,Jan Blachowicz,Light Heavyweight,0.8157784268260002,0.1842215731739998,0.6315568536520004,0.5399749843503375,True,-330,265,True,1.8916408668730649,2.4,0.6115505368856977,1.2201822744683664,0.5556666666666672,0.5169467505549058
2025-02-22,Jean Silva,Melsik Baghdasaryan,Featherweight,0.7679348215460777,0.23206517845392227,0.5358696430921555,0.5358696430921555,True,-490,380,True,1.4150197628458496,1.1666666666666663,0.5996215982454515,1.7003484320557491,1.6749999999999998,0.5937517649614423
2025-11-22,Nurullo Aliev,Shem Rock,Lightweight,0.8124255761504173,0.18757442384958267,0.6248511523008347,0.5301471853111119,True,-320,260,True,1.5882352941176472,0.6666666666666667,0.4099747474747475,0.8627450980392156,-0.4666666666666668,0.4230769230769231
2025-06-07,Bruno Silva,Joshua Van,Flyweight,0.23523907363414764,0.7647609263658524,0.5295218527317047,0.5295218527317047,True,520,-720,False,0.8653378706854643,-0.4859649122807017,0.5050629121846701,1.5507662835249043,2.738095238095238,0.5523204248802008
2025-10-25,Louie Sutherland,Valter Walker,Heavyweight,0.22574330866336823,0.7742566913366318,0.5485133826732635,0.5281877868876145,True,320,-405,False,0.6,-0.4,0.6,0.7894736842105263,-0.2666666666666666,0.5473767526006332
2025-04-26,Anthony Smith,Zhang Mingyang,Light Heavyweight,0.20509208738803864,0.7949079126119614,0.5898158252239227,0.504754115286924,True,295,-370,False,0.7193597340656166,-1.0787499999999994,0.5044021272252053,1.4782608695652175,1.1,0.5535714285714286
2025-03-08,King Green,Mauricio Ruffy,Lightweight,0.2606009989976883,0.7393990010023117,0.4787980020046234,0.4787980020046234,True,400,-550,False,1.564481268011527,2.008974358974358,0.5419404591349671,1.0757575757575757,0.333333333333333,0.6089601769911505
2025-10-25,Mario Bautista,Umar Nurmagomedov,Bantamweight,0.26110726594924927,0.7388927340507507,0.47778546810150146,0.47778546810150146,True,460,-620,False,1.4004893964110932,1.3638888888888894,0.4861542380297652,2.7756448710257957,2.8190476190476197,0.6292437757648701
2025-02-01,Kaan Ofli,Muhammad Naimov,Featherweight,0.26350927352905273,0.7364907264709473,0.47298145294189453,0.47298145294189453,True,310,-390,False,0.3870967741935484,-1.9,0.4285714285714285,0.8453608247422679,-0.3750000000000004,0.4613834422657952
2025-02-22,Mansur Abdul-Malik,Nick Klein,Middleweight,0.7332701534032822,0.26672984659671783,0.46654030680656433,0.46654030680656433,True,-1350,810,True,9.666666666666666,5.2,0.5686274509803921,0.7307692307692308,-0.6999999999999997,0.5424430641821947
2025-09-27,Navajo Stirling,Rodolfo Bellato,Light Heavyweight,0.737797886133194,0.26220211386680603,0.47559577226638794,0.4640842290399732,True,-270,220,True,2.764705882352941,4.0,0.4960573476702509,0.8968105065666042,-0.6111111111111107,0.5806308988865428
2025-04-05,Josh Emmett,Lerone Murphy,Featherweight,0.21179421991109848,0.7882057800889015,0.576411560177803,0.4623105035697581,True,260,-320,False,0.9172363281250002,-0.322857142857142,0.3615882341765948,1.713881019830028,1.6799999999999995,0.5462106778675387
2025-11-01,Donte Johnson,Sedriques Dumas,Middleweight,0.7286137193441391,0.2713862806558609,0.4572274386882782,0.4572274386882782,True,-350,280,True,2.0,0.5,0.5555555555555556,0.5730550284629982,-1.0714285714285714,0.3846221816158525
2025-08-02,Felipe Bunes,Rafael Estevam,Flyweight,0.2744581252336502,0.7255418747663498,0.4510837495326996,0.4510837495326996,True,490,-670,False,0.5454545454545455,-2.25,0.4175824175824176,0.2710280373831775,-2.5999999999999996,0.3926356589147287
2025-05-10,Ivan Erslan,Navajo Stirling,Light Heavyweight,0.2746138870716095,0.7253861129283905,0.450772225856781,0.450772225856781,True,265,-330,False,0.8666666666666667,-0.3999999999999999,0.5652173913043478,2.4375,3.066666666666667,0.5032258064516129
2025-06-28,Charles Oliveira,Ilia Topuria,Lightweight,0.27482348680496216,0.7251765131950378,0.4503530263900757,0.4503530263900757,True,320,-405,False,1.0718799368088467,0.1605882352941177,0.5346042449524768,1.2215272348188686,0.7083333333333326,0.4841284420659065
2025-02-08,Kody Steele,Rongzhu,Lightweight,0.2753460854291916,0.7246539145708084,0.4493078291416168,0.4493078291416168,True,-350,280,True,0.4719999999999999,-4.4,0.2822966507177033,0.6835616438356165,-1.925,0.4926755624625287
2025-10-25,Chris Barnett,Hamdy Abdelwahab,Heavyweight,0.2816666513681412,0.7183333486318588,0.43666669726371765,0.43666669726371765,True,340,-430,False,0.5862068965517242,-2.32,0.4554723427832671,0.7772277227722774,-0.9999999999999992,0.4933914417514081
2025-11-15,Angela Hill,Fatima Kline,Women's Strawweight,0.28244757652282715,0.7175524234771729,0.4351048469543457,0.4351048469543457,True,440,-590,False,1.1127413520811047,0.5269047619047624,0.491572059935515,1.795321637426901,1.5111111111111115,0.486172924766387
2025-06-21,Azat Maksum,Tagir Ulanbekov,Flyweight,0.2833646833896637,0.7166353166103363,0.4332706332206726,0.4332706332206726,True,385,-500,False,0.535031847133758,-2.4333333333333336,0.2382575388710358,0.9644268774703556,-0.1000000000000005,0.4834550743621308
2025-06-07,Julianna Pena,Kayla Harrison,Women's Bantamweight,0.28409454226493835,0.7159054577350616,0.4318109154701233,0.4318109154701233,True,500,-700,False,1.7928425952865874,1.6515151515151518,0.4917510917805864,4.870370370370369,3.483333333333333,0.6517081210668265
2025-11-22,Belal Muhammad,Ian Machado Garry,Welterweight,0.23458871245384216,0.7654112875461578,0.5308225750923157,0.4290340283066628,True,235,-290,False,1.1917176470588238,0.6790000000000007,0.4302193074002131,1.6849765258215956,1.945333333333332,0.5418369458126878
2025-06-28,Alexandre Pantoja,Kai Kara-France,Flyweight,0.7136242687702179,0.2863757312297821,0.4272485375404358,0.4272485375404358,True,-250,205,True,1.2437703141928491,0.75,0.5261155834328732,1.434228060156101,1.2672222222222218,0.4388407912557101
2025-01-18,Jailton Almeida,Serghei Spivac,Heavyweight,0.71087346971035,0.28912653028964996,0.4217469394207001,0.4217469394207001,True,-450,350,True,6.937931034482758,2.1525,0.5873484262125903,0.8873096446700507,-0.3083333333333335,0.4606622427892959
2025-10-11,Joel Alvarez,Vicente Luque,Welterweight,0.7050122022628784,0.2949877977371216,0.41002440452575684,0.41002440452575684,True,-650,410,True,1.5826645264847512,1.3444444444444446,0.5872902567037388,1.01223813980275,0.0492753623188404,0.5140541989696115
2025-08-09,Joselyne Edwards,Priscila Cachoeira,Women's Bantamweight,0.7029964476823807,0.2970035523176193,0.40599289536476135,0.40599289536476135,True,-420,330,True,1.509803921568627,1.5599999999999987,0.5467451874186354,0.6410810810810811,-2.012121212121212,0.4605697397621712
2025-02-08,Dricus Du Plessis,Sean Strickland,Middleweight,0.7385601028800011,0.26143989711999893,0.47712020576000214,0.4040347853833032,True,-220,184,True,1.4665782786432435,1.7595833333333335,0.5180707086287035,1.3547091206665671,1.4448484848484844,0.4232027263178728
2025-09-06,Robert Ruchala,William Gomis,Featherweight,0.21179896593093872,0.7882010340690613,0.5764020681381226,0.4022692152349592,True,220,-270,False,0.6938775510204082,-1.0,0.3541666666666667,1.2318840579710144,0.6399999999999997,0.5071129709278483
2025-06-21,Curtis Blaydes,Rizvan Kuniev,Heavyweight,0.7006312161684036,0.2993687838315964,0.40126243233680725,0.40126243233680725,True,-240,198,True,1.4863110930845669,0.8414035087719298,0.4994068386658088,0.8035714285714286,-0.7333333333333334,0.4166666666666667
2025-12-06,Mairon Santos,Muhammad Naimov,Featherweight,0.7003440260887146,0.2996559739112854,0.4006880521774292,0.4006880521774292,True,-245,200,True,1.5537634408602148,1.144444444444444,0.4647422270361092,0.8337349397590361,-0.3833333333333333,0.4211155315588393
2025-08-09,Ode Osbourne,Steve Erceg,Bantamweight,0.30018240213394165,0.6998175978660583,0.3996351957321167,0.3996351957321167,True,440,-590,False,0.7942477876106198,-0.5636363636363626,0.4260222126270502,1.0614143920595531,0.2199999999999997,0.4499394750836814
2025-06-14,Kris Moutinho,Malcolm Wellmaker,Bantamweight,0.30303744226694107,0.6969625577330589,0.39392511546611786,0.39392511546611786,True,980,-1800,False,0.3280254777070064,-7.033333333333333,0.3438837920489296,0.6666666666666666,-0.6000000000000001,0.5
2025-07-19,Adam Fugitt,Islam Dulatov,Welterweight,0.3030412346124649,0.6969587653875351,0.3939175307750702,0.3939175307750702,True,320,-460,False,1.1336760925449871,0.4333333333333331,0.4786019479117903,1.5000000000000002,1.4000000000000004,0.5121951219512195
2025-01-11,Austin Bashi,Christian Rodriguez,Featherweight,0.3052781671285629,0.6947218328714371,0.38944366574287415,0.38944366574287415,True,-260,215,True,0.6590909090909092,-0.4999999999999998,0.3728571428571429,1.1386861313868617,0.4222222222222225,0.494906147755118
2025-05-03,Jeremy Stephens,Mason Jones,Lightweight,0.3075784593820572,0.6924215406179428,0.3848430812358856,0.3848430812358856,True,460,-620,False,1.0655490107234555,0.1701960784313723,0.4181974445938978,1.2015209125475284,0.8833333333333329,0.4696605811083718
2025-12-06,Henry Cejudo,Payton Talbott,Bantamweight,0.2246033027768135,0.7753966972231865,0.550793394446373,0.3801594465298797,True,205,-250,False,1.1876467136150235,0.5684444444444443,0.4879466589167283,2.059649122807017,2.0133333333333328,0.644807664180196
2025-01-18,Diego Ferreira,Grant Dawson,Lightweight,0.2642701268196106,0.7357298731803894,0.4714597463607788,0.3737781808833134,True,200,-245,False,1.458201892744479,1.2911111111111104,0.4301547089716296,1.4773082942097029,0.8472222222222225,0.5186882591609662
2025-08-02,Ketlen Souza,Piera Rodriguez,Women's Strawweight,0.3001183271408081,0.6998816728591919,0.3997633457183838,0.37282451150500884,True,210,-255,False,0.922077922077922,-0.3000000000000002,0.4492253873063468,1.3068783068783068,0.773333333333333,0.5013790684624018
2025-08-16,Carlos Prates,Geoff Neal,Welterweight,0.7307950109243393,0.2692049890756607,0.4615900218486786,0.37278701036762246,True,200,-200,True,0.8254580520732883,-0.7240000000000002,0.5290236249538575,1.082946063934657,0.3272222222222223,0.5313726637186881
2025-02-22,Henry Cejudo,Song Yadong,Bantamweight,0.3012714684009552,0.6987285315990448,0.3974570631980896,0.37204861475509426,True,210,-255,False,1.2424698795180722,0.69,0.4868171775181918,1.2231478726569471,0.714285714285714,0.411105996716936
2025-05-10,Alexa Grasso,Natalia Silva,Women's Flyweight,0.2863759696483612,0.7136240303516388,0.4272480607032776,0.3583413848152311,True,194,-235,False,1.1131040303861577,0.4123076923076931,0.4465266842104988,2.253968253968254,2.6333333333333333,0.4750062023230126
2025-11-15,Islam Makhachev,Jack Della Maddalena,Welterweight,0.6778691709041595,0.32213082909584045,0.3557383418083191,0.3557383418083191,True,-320,260,True,1.7928655561164395,0.9239215686274512,0.5722082999353063,1.6759530791788857,2.3049999999999997,0.5320164223967768
2025-10-04,Jiri Prochazka,Khalil Rountree Jr.,Light Heavyweight,0.7057077288627625,0.29429227113723755,0.4114154577255249,0.3548329344738994,True,-194,162,True,0.9770114942528736,-0.1104761904761906,0.5174656293152898,0.9141905570430352,-0.2576470588235295,0.4672298759197379
2025-05-03,Daniel Marcos,Montel Jackson,Bantamweight,0.235730841755867,0.764269158244133,0.528538316488266,0.3517559168843456,True,188,-225,False,1.392282958199357,1.626666666666667,0.5646669788023171,2.0628272251308903,1.3533333333333335,0.5695390492152336
2025-12-06,Fares Ziam,Nazim Sadykhov,Lightweight,0.7678814008831978,0.23211859911680222,0.5357628017663956,0.3507580829411264,True,-188,158,True,1.7114427860696515,1.0592592592592591,0.5729130840803008,0.8659147869674185,-0.7133333333333338,0.4720808080808081
2025-12-06,Karine Silva,Maycee Barber,Women's Flyweight,0.2603008896112442,0.7396991103887558,0.4793982207775116,0.3473549995729631,True,184,-220,False,1.154867256637168,0.3888888888888888,0.3811433744452612,1.6722783389450055,1.815151515151515,0.5308141882949705
2025-02-22,Anthony Hernandez,Brendan Allen,Middleweight,0.6723885536193848,0.32761144638061523,0.34477710723876953,0.34477710723876953,True,-335,270,True,1.2834133936140153,0.742962962962963,0.5402869916276773,1.046645188401737,0.1479999999999997,0.5662385494864874
2025-06-14,Cody Garbrandt,Raoni Barcelos,Bantamweight,0.32798442244529724,0.6720155775547028,0.3440311551094055,0.3440311551094055,True,210,-255,False,0.855649103747963,-0.4724444444444446,0.4374272258384683,1.0610972568578554,0.2722222222222221,0.5391010847898005
2025-01-18,Islam Makhachev,Renato Moicano,Lightweight,0.6710864752531052,0.32891352474689484,0.3421729505062103,0.3421729505062103,True,-1200,750,True,1.905422913196372,1.0191666666666663,0.5882344765759997,1.182077780799565,0.5250980392156865,0.4629842150813246
2025-06-07,Quillan Salkilld,Yanal Ashmouz,Lightweight,0.6707295477390289,0.32927045226097107,0.34145909547805786,0.34145909547805786,True,-420,330,True,11.999999999999998,1.2,0.8571428571428571,0.8356164383561642,-0.5333333333333341,0.5811688311688311
2025-10-04,Jakub Wiklacz,Patchy Mix,Bantamweight,0.6681263893842697,0.3318736106157303,0.33625277876853943,0.33625277876853943,True,280,-350,False,1.2432432432432432,0.6000000000000001,0.5542168674698795,0.7052023121387283,-3.4000000000000004,0.4013157894736842
2025-10-18,Drew Dober,Kyle Prepolec,Lightweight,0.6677404195070267,0.3322595804929733,0.33548083901405334,0.33548083901405334,True,-330,265,True,0.9992025518341306,-0.0026666666666672,0.4073797629390976,0.5135135135135135,-2.4000000000000004,0.3816564877317046
2025-10-04,Cory Sandhagen,Merab Dvalishvili,Bantamweight,0.33346840739250183,0.6665315926074982,0.33306318521499634,0.33306318521499634,True,330,-420,False,1.7132199861207498,1.827111111111112,0.462241192752655,1.7906462898177131,1.9084444444444448,0.4356357746147929
2025-02-15,Dylan Budka,Edmen Shahbazyan,Middleweight,0.3335234224796295,0.6664765775203705,0.33295315504074097,0.33295315504074097,True,520,-720,False,0.2781954887218045,-1.6,0.260377358490566,1.206572769953052,0.5333333333333341,0.5289808191307904
