event_date,f1_name,f2_name,weight_class,model_prob_f1,model_prob_f2,base_confidence,adjusted_confidence,prediction_correct,fighter1_odds,fighter2_odds,is_favorite,f1_top1_striking_volume_control,f1_top2_striking_differential,f1_top3_age,f2_top1_striking_volume_control,f2_top2_striking_differential,f2_top3_days_since_last_fight
2025-01-18,Payton Talbott,Raoni Barcelos,Bantamweight,0.8162941262125969,0.1837058737874031,0.6325882524251938,0.6325882524251938,False,-1200,750,True,3.403669724770642,2.911111111111111,27.0,1.0478087649402392,0.2181818181818187,329.0
2025-02-15,Gregory Rodrigues,Jared Cannonier,Middleweight,0.7380280718207359,0.26197192817926407,0.47605614364147186,0.43014664274831416,False,-240,194,True,1.3177189409368637,1.1555555555555563,33.0,1.0766052129688493,0.2677777777777774,175.0
2025-10-11,Deiveson Figueiredo,Montel Jackson,Bantamweight,0.2937324047088623,0.7062675952911377,0.4125351905822754,0.4125351905822754,False,265,-330,False,0.7980822219772954,-0.6428070175438592,37.0,2.0384615384615388,1.3090909090909093,161.0
2025-08-09,Andre Fili,Christian Rodriguez,Featherweight,0.30058298259973526,0.6994170174002647,0.3988340348005295,0.36618643409347174,False,205,-250,False,0.9403651115618664,-0.2041666666666661,35.0,1.160220994475138,0.4833333333333334,133.0
2025-06-14,Alonzo Menifield,Oumar Sy,Light Heavyweight,0.33122779428958893,0.6687722057104111,0.33754441142082214,0.33754441142082214,False,490,-670,False,1.0761381475667189,0.2155555555555555,38.0,2.368421052631579,1.7333333333333334,259.0
2025-03-01,Hyder Amil,William Gomis,Featherweight,0.34498248994350433,0.6550175100564957,0.31003502011299133,0.29391039265844554,False,176,-210,False,4.794117647058823,6.45,35.0,1.6739130434782612,1.0333333333333337,154.0
2025-02-22,Ibo Aslan,Ion Cutelaba,Light Heavyweight,0.6437905579805374,0.3562094420194626,0.28758111596107483,0.28758111596107483,False,-215,180,True,2.7241379310344827,3.333333333333333,29.0,1.4445364238410598,1.0529411764705885,147.0
2025-12-06,Grant Dawson,Manuel Torres,Lightweight,0.6429975777864456,0.3570024222135544,0.28599515557289124,0.28599515557289124,False,-270,220,True,1.4646324549237173,0.8589743589743593,31.0,1.6034482758620687,1.3999999999999997,252.0
2025-10-18,Bruno Silva,HyunSung Park,Flyweight,0.3588688224554062,0.6411311775445938,0.2822623550891876,0.2822623550891876,False,188,-225,False,0.8374512353706112,-0.625,36.0,1.411504424778761,0.7749999999999999,77.0
2025-03-22,Caolan Loughran,Nathan Fletcher,Bantamweight,0.15827065333724022,0.8417293466627598,0.6834586933255196,0.27338347733020785,False,132,-156,False,1.0039525691699605,0.0222222222222221,29.0,2.3333333333333335,0.7999999999999999,196.0
2025-12-06,Merab Dvalishvili,Petr Yan,Bantamweight,0.6366428285837173,0.36335717141628265,0.2732856571674347,0.2732856571674347,False,-375,300,True,1.7609541532735582,1.8741666666666672,34.0,1.314732784904792,1.2157777777777778,133.0
2025-06-28,Felipe Lima,Payton Talbott,Bantamweight,0.6317936927080154,0.36820630729198456,0.2635873854160309,0.2635873854160309,False,-174,146,True,1.5081967213114753,1.0333333333333332,27.0,2.0128755364806867,1.966666666666667,161.0
2025-06-21,Ignacio Bahamondes,Rafael Fiziev,Lightweight,0.6684628278017044,0.3315371721982956,0.3369256556034088,0.25778293765274896,False,-144,124,True,1.5929978118161925,2.258333333333333,28.0,0.966740576496674,-0.1399999999999996,105.0
2025-03-22,Marcin Tybura,Mick Parkin,Heavyweight,0.32804055511951447,0.6719594448804855,0.34391888976097107,0.25603118919215734,False,142,-168,False,1.044808126410835,0.1260317460317463,40.0,1.2780082987551866,1.1166666666666665,238.0
2025-01-11,Amanda Ribas,Mackenzie Dern,Women's Strawweight,0.6274538189172745,0.3725461810827255,0.25490763783454895,0.25490763783454895,False,-194,162,True,1.326997751890456,0.9696969696969702,32.0,0.9246778989098116,-0.2533333333333338,161.0
2025-08-02,Austin Bashi,John Yannis,Featherweight,0.8467533029615879,0.1532466970384121,0.6935066059231758,0.6935066059231758,True,-1150,730,True,0.5227272727272728,-1.3999999999999997,24.0,0.0,-0.4,0.0
2025-03-29,Raul Rosas Jr.,Vince Morales,Bantamweight,0.7940473556518555,0.20595264434814453,0.5880947113037109,0.5880947113037109,True,-480,370,True,1.2076502732240435,0.2533333333333332,21.0,0.84251968503937,-0.666666666666667,42.0
