event_name,event_date,event_url,fighter1,fighter2,fighter1_odds,fighter2_odds,fighter1_prob,fighter2_prob
LFA 101: The Undefeated,Mar 12th 2021,https://www.bestfightodds.com/events/lfa-101-the-undefeated-2101,Jalin Fuller,Treston Vines,120,-163,0.4545,0.6198
LFA 101: The Undefeated,Mar 12th 2021,https://www.bestfightodds.com/events/lfa-101-the-undefeated-2101,Anthony Kalani,Tee Cummins,-188,140,0.6528,0.4167
LFA 101: The Undefeated,Mar 12th 2021,https://www.bestfightodds.com/events/lfa-101-the-undefeated-2101,A.J. Nichols,Miguel Jacob,140,-188,0.4167,0.6528
LFA 101: The Undefeated,Mar 12th 2021,https://www.bestfightodds.com/events/lfa-101-the-undefeated-2101,Jaqueline Amorim,Taisha Gandy,-1000,500,0.9091,0.1667
LFA 101: The Undefeated,Mar 12th 2021,https://www.bestfightodds.com/events/lfa-101-the-undefeated-2101,Hunter Colvin,Obinwa Ikebunna,-350,240,0.7778,0.2941
LFA 101: The Undefeated,Mar 12th 2021,https://www.bestfightodds.com/events/lfa-101-the-undefeated-2101,Mark Climaco,Pololu Nakanelua,-350,240,0.7778,0.2941
LFA 101: The Undefeated,Mar 12th 2021,https://www.bestfightodds.com/events/lfa-101-the-undefeated-2101,Alden Coria,Rashaard Robinson,-350,240,0.7778,0.2941
UFC 229: Nurmagomedov vs. McGregor,Oct 6th 2018,https://www.bestfightodds.com/events/ufc-229-nurmagomedov-vs-mcgregor-1566,Conor McGregor,Khabib Nurmagomedov,162,-189,0.3817,0.654
UFC 229: Nurmagomedov vs. McGregor,Oct 6th 2018,https://www.bestfightodds.com/events/ufc-229-nurmagomedov-vs-mcgregor-1566,Anthony Pettis,Tony Ferguson,300,-400,0.25,0.8
UFC 229: Nurmagomedov vs. McGregor,Oct 6th 2018,https://www.bestfightodds.com/events/ufc-229-nurmagomedov-vs-mcgregor-1566,Dominick Reyes,Ovince St. Preux,-250,200,0.7143,0.3333
UFC 229: Nurmagomedov vs. McGregor,Oct 6th 2018,https://www.bestfightodds.com/events/ufc-229-nurmagomedov-vs-mcgregor-1566,Alexander Volkov,Derrick Lewis,-175,150,0.6364,0.4
UFC 229: Nurmagomedov vs. McGregor,Oct 6th 2018,https://www.bestfightodds.com/events/ufc-229-nurmagomedov-vs-mcgregor-1566,Felice Herrig,Michelle Waterson,-139,110,0.5816,0.4762
UFC 229: Nurmagomedov vs. McGregor,Oct 6th 2018,https://www.bestfightodds.com/events/ufc-229-nurmagomedov-vs-mcgregor-1566,Jussier Formiga,Sergio Pettis,162,-189,0.3817,0.654
UFC 229: Nurmagomedov vs. McGregor,Oct 6th 2018,https://www.bestfightodds.com/events/ufc-229-nurmagomedov-vs-mcgregor-1566,Jalin Turner,Vicente Luque,550,-833,0.1538,0.8928
UFC 229: Nurmagomedov vs. McGregor,Oct 6th 2018,https://www.bestfightodds.com/events/ufc-229-nurmagomedov-vs-mcgregor-1566,Aspen Ladd,Tonya Evinger,-189,162,0.654,0.3817
UFC 229: Nurmagomedov vs. McGregor,Oct 6th 2018,https://www.bestfightodds.com/events/ufc-229-nurmagomedov-vs-mcgregor-1566,Alan Patrick,Scott Holtzman,-333,250,0.7691,0.2857
UFC 229: Nurmagomedov vs. McGregor,Oct 6th 2018,https://www.bestfightodds.com/events/ufc-229-nurmagomedov-vs-mcgregor-1566,Lina Lansberg,Yana Kunitskaya,225,-278,0.3077,0.7354
UFC 229: Nurmagomedov vs. McGregor,Oct 6th 2018,https://www.bestfightodds.com/events/ufc-229-nurmagomedov-vs-mcgregor-1566,Gray Maynard,Nik Lentz,200,-250,0.3333,0.7143
UFC 229: Nurmagomedov vs. McGregor,Oct 6th 2018,https://www.bestfightodds.com/events/ufc-229-nurmagomedov-vs-mcgregor-1566,Ryan Laflare,Tony Martin,-139,110,0.5816,0.4762
UFC 230: Cormier vs. Lewis,Nov 3rd 2018,https://www.bestfightodds.com/events/ufc-230-cormier-vs-lewis-1562,Daniel Cormier,Derrick Lewis,-455,350,0.8198,0.2222
UFC 230: Cormier vs. Lewis,Nov 3rd 2018,https://www.bestfightodds.com/events/ufc-230-cormier-vs-lewis-1562,Chris Weidman,Ronaldo Souza,-175,150,0.6364,0.4
UFC 230: Cormier vs. Lewis,Nov 3rd 2018,https://www.bestfightodds.com/events/ufc-230-cormier-vs-lewis-1562,David Branch,Jared Cannonier,-333,250,0.7691,0.2857
UFC 230: Cormier vs. Lewis,Nov 3rd 2018,https://www.bestfightodds.com/events/ufc-230-cormier-vs-lewis-1562,Jack Marshman,Karl Roberson,275,-357,0.2667,0.7812
UFC 230: Cormier vs. Lewis,Nov 3rd 2018,https://www.bestfightodds.com/events/ufc-230-cormier-vs-lewis-1562,Derek Brunson,Israel Adesanya,225,-278,0.3077,0.7354
UFC 230: Cormier vs. Lewis,Nov 3rd 2018,https://www.bestfightodds.com/events/ufc-230-cormier-vs-lewis-1562,Jason Knight,Jordan Rinaldi,-357,275,0.7812,0.2667
UFC 230: Cormier vs. Lewis,Nov 3rd 2018,https://www.bestfightodds.com/events/ufc-230-cormier-vs-lewis-1562,Roxanne Modafferi,Sijara Eubanks,450,-625,0.1818,0.8621
UFC 230: Cormier vs. Lewis,Nov 3rd 2018,https://www.bestfightodds.com/events/ufc-230-cormier-vs-lewis-1562,Julio Arce,Sheymon Moraes,-278,225,0.7354,0.3077
UFC 230: Cormier vs. Lewis,Nov 3rd 2018,https://www.bestfightodds.com/events/ufc-230-cormier-vs-lewis-1562,Ben Saunders,Lyman Good,500,-714,0.1667,0.8771
UFC 230: Cormier vs. Lewis,Nov 3rd 2018,https://www.bestfightodds.com/events/ufc-230-cormier-vs-lewis-1562,Lando Vannata,Matt Frevola,-278,225,0.7354,0.3077
UFC 230: Cormier vs. Lewis,Nov 3rd 2018,https://www.bestfightodds.com/events/ufc-230-cormier-vs-lewis-1562,Kurt Holobaugh,Shane Burgos,250,-333,0.2857,0.7691
UFC 230: Cormier vs. Lewis,Nov 3rd 2018,https://www.bestfightodds.com/events/ufc-230-cormier-vs-lewis-1562,Adam Wieczorek,Marcos Rogerio,-213,175,0.6805,0.3636
UFC Fight Night 139: Korean Zombie vs. Rodriguez,Nov 10th 2018,https://www.bestfightodds.com/events/ufc-fight-night-139-korean-zombie-vs-rodriguez-1559,Chan Sung Jung,Yair Rodriguez,110,-139,0.4762,0.5816
UFC Fight Night 139: Korean Zombie vs. Rodriguez,Nov 10th 2018,https://www.bestfightodds.com/events/ufc-fight-night-139-korean-zombie-vs-rodriguez-1559,Germaine de Randamie,Raquel Pennington,-200,170,0.6667,0.3704
UFC Fight Night 139: Korean Zombie vs. Rodriguez,Nov 10th 2018,https://www.bestfightodds.com/events/ufc-fight-night-139-korean-zombie-vs-rodriguez-1559,Donald Cerrone,Mike Perry,175,-213,0.3636,0.6805
UFC Fight Night 139: Korean Zombie vs. Rodriguez,Nov 10th 2018,https://www.bestfightodds.com/events/ufc-fight-night-139-korean-zombie-vs-rodriguez-1559,Beneil Dariush,Thiago Moises,-172,140,0.6324,0.4167
UFC Fight Night 139: Korean Zombie vs. Rodriguez,Nov 10th 2018,https://www.bestfightodds.com/events/ufc-fight-night-139-korean-zombie-vs-rodriguez-1559,Hannah Cifers,Maycee Barber,350,-455,0.2222,0.8198
UFC Fight Night 139: Korean Zombie vs. Rodriguez,Nov 10th 2018,https://www.bestfightodds.com/events/ufc-fight-night-139-korean-zombie-vs-rodriguez-1559,Luis Pena,Mike Trizano,-175,150,0.6364,0.4
UFC Fight Night 139: Korean Zombie vs. Rodriguez,Nov 10th 2018,https://www.bestfightodds.com/events/ufc-fight-night-139-korean-zombie-vs-rodriguez-1559,Amanda Cooper,Ashley Yoder,130,-161,0.4348,0.6169
UFC Fight Night 139: Korean Zombie vs. Rodriguez,Nov 10th 2018,https://www.bestfightodds.com/events/ufc-fight-night-139-korean-zombie-vs-rodriguez-1559,Bobby Moffett,Chas Skelly,-125,100,0.5556,0.5
UFC Fight Night 139: Korean Zombie vs. Rodriguez,Nov 10th 2018,https://www.bestfightodds.com/events/ufc-fight-night-139-korean-zombie-vs-rodriguez-1559,Davi Ramos,John Gunther,-1000,550,0.9091,0.1538
UFC Fight Night 139: Korean Zombie vs. Rodriguez,Nov 10th 2018,https://www.bestfightodds.com/events/ufc-fight-night-139-korean-zombie-vs-rodriguez-1559,Devonte Smith,Julian Erosa,-227,187,0.6942,0.3484
UFC Fight Night 139: Korean Zombie vs. Rodriguez,Nov 10th 2018,https://www.bestfightodds.com/events/ufc-fight-night-139-korean-zombie-vs-rodriguez-1559,Eric Shelton,Joseph Morales,-143,120,0.5885,0.4545
UFC Fight Night 139: Korean Zombie vs. Rodriguez,Nov 10th 2018,https://www.bestfightodds.com/events/ufc-fight-night-139-korean-zombie-vs-rodriguez-1559,Joby Sanchez,Mark de La Rosa,225,-278,0.3077,0.7354
UFC Fight Night 140: Magny vs. Ponzinibbio,Nov 17th 2018,https://www.bestfightodds.com/events/ufc-fight-night-140-magny-vs-ponzinibbio-1578,Neil Magny,Santiago Ponzinibbio,187,-227,0.3484,0.6942
UFC Fight Night 140: Magny vs. Ponzinibbio,Nov 17th 2018,https://www.bestfightodds.com/events/ufc-fight-night-140-magny-vs-ponzinibbio-1578,Darren Elkins,Ricardo Lamas,150,-175,0.4,0.6364
UFC Fight Night 140: Magny vs. Ponzinibbio,Nov 17th 2018,https://www.bestfightodds.com/events/ufc-fight-night-140-magny-vs-ponzinibbio-1578,Johnny Walker,Khalil Rountree,150,-175,0.4,0.6364
UFC Fight Night 140: Magny vs. Ponzinibbio,Nov 17th 2018,https://www.bestfightodds.com/events/ufc-fight-night-140-magny-vs-ponzinibbio-1578,Cezar Ferreira,Ian Heinisch,-189,162,0.654,0.3817
UFC Fight Night 140: Magny vs. Ponzinibbio,Nov 17th 2018,https://www.bestfightodds.com/events/ufc-fight-night-140-magny-vs-ponzinibbio-1578,Guido Cannetti,Marlon Vera,250,-333,0.2857,0.7691
UFC Fight Night 140: Magny vs. Ponzinibbio,Nov 17th 2018,https://www.bestfightodds.com/events/ufc-fight-night-140-magny-vs-ponzinibbio-1578,Cynthia Calvillo,Poliana Botelho,150,-175,0.4,0.6364
UFC Fight Night 140: Magny vs. Ponzinibbio,Nov 17th 2018,https://www.bestfightodds.com/events/ufc-fight-night-140-magny-vs-ponzinibbio-1578,Bartosz Fabinski,Michel Prazeres,120,-143,0.4545,0.5885
UFC Fight Night 140: Magny vs. Ponzinibbio,Nov 17th 2018,https://www.bestfightodds.com/events/ufc-fight-night-140-magny-vs-ponzinibbio-1578,Alexandre Pantoja,Ulka Sasaki,-357,275,0.7812,0.2667
UFC Fight Night 140: Magny vs. Ponzinibbio,Nov 17th 2018,https://www.bestfightodds.com/events/ufc-fight-night-140-magny-vs-ponzinibbio-1578,Austin Arnett,Humberto Bandenay,225,-278,0.3077,0.7354
UFC Fight Night 140: Magny vs. Ponzinibbio,Nov 17th 2018,https://www.bestfightodds.com/events/ufc-fight-night-140-magny-vs-ponzinibbio-1578,Hector Aldana,Laureano Staropoli,-139,110,0.5816,0.4762
UFC Fight Night 140: Magny vs. Ponzinibbio,Nov 17th 2018,https://www.bestfightodds.com/events/ufc-fight-night-140-magny-vs-ponzinibbio-1578,Devin Powell,Jesus Pinedo,187,-227,0.3484,0.6942
UFC Fight Night 140: Magny vs. Ponzinibbio,Nov 17th 2018,https://www.bestfightodds.com/events/ufc-fight-night-140-magny-vs-ponzinibbio-1578,Anderson Dos Santos,Nad Narimani,300,-400,0.25,0.8
UFC Fight Night 141: Blaydes vs. Ngannou 2,Nov 24th 2018,https://www.bestfightodds.com/events/ufc-fight-night-141-blaydes-vs-ngannou-2-1579,Curtis Blaydes,Francis Ngannou,-250,200,0.7143,0.3333
UFC Fight Night 141: Blaydes vs. Ngannou 2,Nov 24th 2018,https://www.bestfightodds.com/events/ufc-fight-night-141-blaydes-vs-ngannou-2-1579,Alistair Overeem,Sergey Pavlovich,110,-139,0.4762,0.5816
UFC Fight Night 141: Blaydes vs. Ngannou 2,Nov 24th 2018,https://www.bestfightodds.com/events/ufc-fight-night-141-blaydes-vs-ngannou-2-1579,Vince Morales,Yadong Song,400,-556,0.2,0.8476
UFC Fight Night 141: Blaydes vs. Ngannou 2,Nov 24th 2018,https://www.bestfightodds.com/events/ufc-fight-night-141-blaydes-vs-ngannou-2-1579,David Zawada,Li Jingliang,162,-189,0.3817,0.654
UFC Fight Night 141: Blaydes vs. Ngannou 2,Nov 24th 2018,https://www.bestfightodds.com/events/ufc-fight-night-141-blaydes-vs-ngannou-2-1579,Alex Morono,Kenan Song,100,-125,0.5,0.5556
UFC Fight Night 141: Blaydes vs. Ngannou 2,Nov 24th 2018,https://www.bestfightodds.com/events/ufc-fight-night-141-blaydes-vs-ngannou-2-1579,Lauren Mueller,Yanan Wu,-400,300,0.8,0.25
UFC Fight Night 141: Blaydes vs. Ngannou 2,Nov 24th 2018,https://www.bestfightodds.com/events/ufc-fight-night-141-blaydes-vs-ngannou-2-1579,Hu Yaozong,Rashad Coulter,-111,-111,0.5261,0.5261
UFC Fight Night 141: Blaydes vs. Ngannou 2,Nov 24th 2018,https://www.bestfightodds.com/events/ufc-fight-night-141-blaydes-vs-ngannou-2-1579,Jessica Aguilar,Weili Zhang,400,-556,0.2,0.8476
UFC Fight Night 141: Blaydes vs. Ngannou 2,Nov 24th 2018,https://www.bestfightodds.com/events/ufc-fight-night-141-blaydes-vs-ngannou-2-1579,Syuri Kondo,Xiaonan Yan,350,-455,0.2222,0.8198
UFC Fight Night 141: Blaydes vs. Ngannou 2,Nov 24th 2018,https://www.bestfightodds.com/events/ufc-fight-night-141-blaydes-vs-ngannou-2-1579,John Phillips,Kevin Holland,400,-556,0.2,0.8476
UFC Fight Night 141: Blaydes vs. Ngannou 2,Nov 24th 2018,https://www.bestfightodds.com/events/ufc-fight-night-141-blaydes-vs-ngannou-2-1579,Martin Day,Pingyuan Liu,170,-200,0.3704,0.6667
UFC Fight Night 141: Blaydes vs. Ngannou 2,Nov 24th 2018,https://www.bestfightodds.com/events/ufc-fight-night-141-blaydes-vs-ngannou-2-1579,Louis Smolka,Sumudaerji Sumudaerji,-189,162,0.654,0.3817
UFC Fight Night 142: Dos Santos vs. Tuivasa,Dec 1st 2018,https://www.bestfightodds.com/events/ufc-fight-night-142-dos-santos-vs-tuivasa-1574,Junior Dos Santos,Tai Tuivasa,-161,130,0.6169,0.4348
UFC Fight Night 142: Dos Santos vs. Tuivasa,Dec 1st 2018,https://www.bestfightodds.com/events/ufc-fight-night-142-dos-santos-vs-tuivasa-1574,Justin Willis,Mark Hunt,-111,-111,0.5261,0.5261
UFC Fight Night 142: Dos Santos vs. Tuivasa,Dec 1st 2018,https://www.bestfightodds.com/events/ufc-fight-night-142-dos-santos-vs-tuivasa-1574,Mauricio Rua,Tyson Pedro,400,-556,0.2,0.8476
UFC Fight Night 142: Dos Santos vs. Tuivasa,Dec 1st 2018,https://www.bestfightodds.com/events/ufc-fight-night-142-dos-santos-vs-tuivasa-1574,Anthony Rocco Martin,Jake Matthews,125,-152,0.4444,0.6032
UFC Fight Night 142: Dos Santos vs. Tuivasa,Dec 1st 2018,https://www.bestfightodds.com/events/ufc-fight-night-142-dos-santos-vs-tuivasa-1574,Jim Crute,Paul Craig,-333,250,0.7691,0.2857
UFC Fight Night 142: Dos Santos vs. Tuivasa,Dec 1st 2018,https://www.bestfightodds.com/events/ufc-fight-night-142-dos-santos-vs-tuivasa-1574,Sodiq Yusuff,Suman Mokhtarian,-625,450,0.8621,0.1818
UFC Fight Night 142: Dos Santos vs. Tuivasa,Dec 1st 2018,https://www.bestfightodds.com/events/ufc-fight-night-142-dos-santos-vs-tuivasa-1574,Alexey Kunchenko,Yushin Okami,-333,250,0.7691,0.2857
UFC Fight Night 142: Dos Santos vs. Tuivasa,Dec 1st 2018,https://www.bestfightodds.com/events/ufc-fight-night-142-dos-santos-vs-tuivasa-1574,Ben Nguyen,Wilson Reis,-161,130,0.6169,0.4348
UFC Fight Night 142: Dos Santos vs. Tuivasa,Dec 1st 2018,https://www.bestfightodds.com/events/ufc-fight-night-142-dos-santos-vs-tuivasa-1574,Keita Nakamura,Salim Touahri,-172,140,0.6324,0.4167
UFC Fight Night 142: Dos Santos vs. Tuivasa,Dec 1st 2018,https://www.bestfightodds.com/events/ufc-fight-night-142-dos-santos-vs-tuivasa-1574,Elias Garcia,Kai Kara France,300,-400,0.25,0.8
UFC Fight Night 142: Dos Santos vs. Tuivasa,Dec 1st 2018,https://www.bestfightodds.com/events/ufc-fight-night-142-dos-santos-vs-tuivasa-1574,Christos Giagos,Mizuto Hirota,-357,275,0.7812,0.2667
UFC Fight Night 142: Dos Santos vs. Tuivasa,Dec 1st 2018,https://www.bestfightodds.com/events/ufc-fight-night-142-dos-santos-vs-tuivasa-1574,Alex Gorgees,Damir Ismagulov,400,-556,0.2,0.8476
UFC 231: Holloway vs. Ortega,Dec 8th 2018,https://www.bestfightodds.com/events/ufc-231-holloway-vs-ortega-1584,Brian Ortega,Max Holloway,-111,-111,0.5261,0.5261
UFC 231: Holloway vs. Ortega,Dec 8th 2018,https://www.bestfightodds.com/events/ufc-231-holloway-vs-ortega-1584,Joanna Jedrzejczyk,Valentina Shevchenko,250,-333,0.2857,0.7691
UFC 231: Holloway vs. Ortega,Dec 8th 2018,https://www.bestfightodds.com/events/ufc-231-holloway-vs-ortega-1584,Alex Oliveira,Gunnar Nelson,125,-152,0.4444,0.6032
UFC 231: Holloway vs. Ortega,Dec 8th 2018,https://www.bestfightodds.com/events/ufc-231-holloway-vs-ortega-1584,Hakeem Dawodu,Kyle Bochniak,-189,162,0.654,0.3817
UFC 231: Holloway vs. Ortega,Dec 8th 2018,https://www.bestfightodds.com/events/ufc-231-holloway-vs-ortega-1584,Jimi Manuwa,Thiago Santos,162,-189,0.3817,0.654
UFC 231: Holloway vs. Ortega,Dec 8th 2018,https://www.bestfightodds.com/events/ufc-231-holloway-vs-ortega-1584,Claudia Gadelha,Nina Nunes,-333,250,0.7691,0.2857
UFC 231: Holloway vs. Ortega,Dec 8th 2018,https://www.bestfightodds.com/events/ufc-231-holloway-vs-ortega-1584,Gilbert Burns,Olivier Aubin-Mercier,130,-161,0.4348,0.6169
UFC 231: Holloway vs. Ortega,Dec 8th 2018,https://www.bestfightodds.com/events/ufc-231-holloway-vs-ortega-1584,Jessica Eye,Katlyn Chookagian,175,-213,0.3636,0.6805
UFC 231: Holloway vs. Ortega,Dec 8th 2018,https://www.bestfightodds.com/events/ufc-231-holloway-vs-ortega-1584,Elias Theodorou,Eryk Anders,-161,130,0.6169,0.4348
UFC 231: Holloway vs. Ortega,Dec 8th 2018,https://www.bestfightodds.com/events/ufc-231-holloway-vs-ortega-1584,Brad Katona,Matthew Lopez,-175,150,0.6364,0.4
UFC 231: Holloway vs. Ortega,Dec 8th 2018,https://www.bestfightodds.com/events/ufc-231-holloway-vs-ortega-1584,Chad Laprise,Dhiego Lima,-400,300,0.8,0.25
UFC 231: Holloway vs. Ortega,Dec 8th 2018,https://www.bestfightodds.com/events/ufc-231-holloway-vs-ortega-1584,Diego Ferreira,Kyle Nelson,-556,400,0.8476,0.2
UFC 231: Holloway vs. Ortega,Dec 8th 2018,https://www.bestfightodds.com/events/ufc-231-holloway-vs-ortega-1584,Aleksandar Rakic,Devin Clark,-625,400,0.8621,0.2
UFC on FOX 31: Lee vs. Iaquinta 2,Dec 15th 2018,https://www.bestfightodds.com/events/ufc-on-fox-31-lee-vs-iaquinta-2-1587,Al Iaquinta,Kevin Lee,300,-400,0.25,0.8
UFC on FOX 31: Lee vs. Iaquinta 2,Dec 15th 2018,https://www.bestfightodds.com/events/ufc-on-fox-31-lee-vs-iaquinta-2-1587,Dan Hooker,Edson Barboza,-125,100,0.5556,0.5
UFC on FOX 31: Lee vs. Iaquinta 2,Dec 15th 2018,https://www.bestfightodds.com/events/ufc-on-fox-31-lee-vs-iaquinta-2-1587,Rob Font,Sergio Pettis,-161,130,0.6169,0.4348
UFC on FOX 31: Lee vs. Iaquinta 2,Dec 15th 2018,https://www.bestfightodds.com/events/ufc-on-fox-31-lee-vs-iaquinta-2-1587,Charles Oliveira,Jim Miller,-333,250,0.7691,0.2857
UFC on FOX 31: Lee vs. Iaquinta 2,Dec 15th 2018,https://www.bestfightodds.com/events/ufc-on-fox-31-lee-vs-iaquinta-2-1587,Bobby Green,Drakkar Klose,200,-250,0.3333,0.7143
UFC on FOX 31: Lee vs. Iaquinta 2,Dec 15th 2018,https://www.bestfightodds.com/events/ufc-on-fox-31-lee-vs-iaquinta-2-1587,Dwight Grant,Zak Ottow,-303,240,0.7519,0.2941
UFC on FOX 31: Lee vs. Iaquinta 2,Dec 15th 2018,https://www.bestfightodds.com/events/ufc-on-fox-31-lee-vs-iaquinta-2-1587,Andrea Lee,Jessica-Rose Clark,-250,200,0.7143,0.3333
UFC on FOX 31: Lee vs. Iaquinta 2,Dec 15th 2018,https://www.bestfightodds.com/events/ufc-on-fox-31-lee-vs-iaquinta-2-1587,Jared Gordon,Joaquim Silva,-125,100,0.5556,0.5
UFC on FOX 31: Lee vs. Iaquinta 2,Dec 15th 2018,https://www.bestfightodds.com/events/ufc-on-fox-31-lee-vs-iaquinta-2-1587,Gerald Meerschaert,Jack Hermansson,130,-161,0.4348,0.6169
UFC on FOX 31: Lee vs. Iaquinta 2,Dec 15th 2018,https://www.bestfightodds.com/events/ufc-on-fox-31-lee-vs-iaquinta-2-1587,Trevor Smith,Zak Cummings,275,-357,0.2667,0.7812
UFC on FOX 31: Lee vs. Iaquinta 2,Dec 15th 2018,https://www.bestfightodds.com/events/ufc-on-fox-31-lee-vs-iaquinta-2-1587,Dan Ige,Jordan Griffin,-175,150,0.6364,0.4
UFC on FOX 31: Lee vs. Iaquinta 2,Dec 15th 2018,https://www.bestfightodds.com/events/ufc-on-fox-31-lee-vs-iaquinta-2-1587,Adam Milstead,Mike Rodriguez,-143,120,0.5885,0.4545
UFC on FOX 31: Lee vs. Iaquinta 2,Dec 15th 2018,https://www.bestfightodds.com/events/ufc-on-fox-31-lee-vs-iaquinta-2-1587,Chris de La Rocha,Juan Adams,380,-500,0.2083,0.8333
UFC 232: Jones vs. Gustafsson 2,Dec 29th 2018,https://www.bestfightodds.com/events/ufc-232-jones-vs-gustafsson-2-1583,Alexander Gustafsson,Jon Jones,250,-333,0.2857,0.7691
UFC 232: Jones vs. Gustafsson 2,Dec 29th 2018,https://www.bestfightodds.com/events/ufc-232-jones-vs-gustafsson-2-1583,Amanda Nunes,Cristiane Justino,175,-213,0.3636,0.6805
UFC 232: Jones vs. Gustafsson 2,Dec 29th 2018,https://www.bestfightodds.com/events/ufc-232-jones-vs-gustafsson-2-1583,Carlos Condit,Michael Chiesa,100,-125,0.5,0.5556
UFC 232: Jones vs. Gustafsson 2,Dec 29th 2018,https://www.bestfightodds.com/events/ufc-232-jones-vs-gustafsson-2-1583,Corey Anderson,Ilir Latifi,110,-139,0.4762,0.5816
UFC 232: Jones vs. Gustafsson 2,Dec 29th 2018,https://www.bestfightodds.com/events/ufc-232-jones-vs-gustafsson-2-1583,Alex Volkanovski,Chad Mendes,110,-139,0.4762,0.5816
UFC 232: Jones vs. Gustafsson 2,Dec 29th 2018,https://www.bestfightodds.com/events/ufc-232-jones-vs-gustafsson-2-1583,Andrei Arlovski,Walt Harris,187,-227,0.3484,0.6942
UFC 232: Jones vs. Gustafsson 2,Dec 29th 2018,https://www.bestfightodds.com/events/ufc-232-jones-vs-gustafsson-2-1583,Cat Zingano,Megan Anderson,-139,110,0.5816,0.4762
UFC 232: Jones vs. Gustafsson 2,Dec 29th 2018,https://www.bestfightodds.com/events/ufc-232-jones-vs-gustafsson-2-1583,Douglas Silva de Andrade,Petr Yan,275,-357,0.2667,0.7812
UFC 232: Jones vs. Gustafsson 2,Dec 29th 2018,https://www.bestfightodds.com/events/ufc-232-jones-vs-gustafsson-2-1583,B.J. Penn,Ryan Hall,380,-500,0.2083,0.8333
UFC 232: Jones vs. Gustafsson 2,Dec 29th 2018,https://www.bestfightodds.com/events/ufc-232-jones-vs-gustafsson-2-1583,Andre Ewell,Nathaniel Wood,100,-125,0.5,0.5556
UFC 232: Jones vs. Gustafsson 2,Dec 29th 2018,https://www.bestfightodds.com/events/ufc-232-jones-vs-gustafsson-2-1583,Bevon Lewis,Uriah Hall,-161,130,0.6169,0.4348
UFC 232: Jones vs. Gustafsson 2,Dec 29th 2018,https://www.bestfightodds.com/events/ufc-232-jones-vs-gustafsson-2-1583,Curtis Millender,Siyar Bahadurzada,-164,137,0.6212,0.4219
UFC 232: Jones vs. Gustafsson 2,Dec 29th 2018,https://www.bestfightodds.com/events/ufc-232-jones-vs-gustafsson-2-1583,Brian Kelleher,Montel Jackson,140,-172,0.4167,0.6324
UFC on ESPN+ 2: Assuncao vs. Moraes 2,Feb 2nd 2019,https://www.bestfightodds.com/events/ufc-on-espn-2-assuncao-vs-moraes-2-1628,Marlon Moraes,Raphael Assuncao,-152,125,0.6032,0.4444
UFC on ESPN+ 2: Assuncao vs. Moraes 2,Feb 2nd 2019,https://www.bestfightodds.com/events/ufc-on-espn-2-assuncao-vs-moraes-2-1628,Jose Aldo,Renato Moicano,100,-125,0.5,0.5556
UFC on ESPN+ 2: Assuncao vs. Moraes 2,Feb 2nd 2019,https://www.bestfightodds.com/events/ufc-on-espn-2-assuncao-vs-moraes-2-1628,Demian Maia,Lyman Good,-189,162,0.654,0.3817
UFC on ESPN+ 2: Assuncao vs. Moraes 2,Feb 2nd 2019,https://www.bestfightodds.com/events/ufc-on-espn-2-assuncao-vs-moraes-2-1628,Charles Oliveira,David Teymur,-125,100,0.5556,0.5
UFC on ESPN+ 2: Assuncao vs. Moraes 2,Feb 2nd 2019,https://www.bestfightodds.com/events/ufc-on-espn-2-assuncao-vs-moraes-2-1628,Johnny Walker,Justin Ledet,-213,175,0.6805,0.3636
UFC on ESPN+ 2: Assuncao vs. Moraes 2,Feb 2nd 2019,https://www.bestfightodds.com/events/ufc-on-espn-2-assuncao-vs-moraes-2-1628,Livia Renata Souza,Sarah Frota,-227,187,0.6942,0.3484
UFC on ESPN+ 2: Assuncao vs. Moraes 2,Feb 2nd 2019,https://www.bestfightodds.com/events/ufc-on-espn-2-assuncao-vs-moraes-2-1628,Anthony Hernandez,Markus Perez,-161,130,0.6169,0.4348
UFC on ESPN+ 2: Assuncao vs. Moraes 2,Feb 2nd 2019,https://www.bestfightodds.com/events/ufc-on-espn-2-assuncao-vs-moraes-2-1628,Mara Romero Borella,Taila Santos,162,-189,0.3817,0.654
UFC on ESPN+ 2: Assuncao vs. Moraes 2,Feb 2nd 2019,https://www.bestfightodds.com/events/ufc-on-espn-2-assuncao-vs-moraes-2-1628,Max Griffin,Thiago Alves,-200,170,0.6667,0.3704
UFC on ESPN+ 2: Assuncao vs. Moraes 2,Feb 2nd 2019,https://www.bestfightodds.com/events/ufc-on-espn-2-assuncao-vs-moraes-2-1628,Jairzinho Rozenstruik,Junior Albini,100,-125,0.5,0.5556
UFC on ESPN+ 2: Assuncao vs. Moraes 2,Feb 2nd 2019,https://www.bestfightodds.com/events/ufc-on-espn-2-assuncao-vs-moraes-2-1628,Felipe Colares,Geraldo de Freitas,100,-125,0.5,0.5556
UFC on ESPN+ 2: Assuncao vs. Moraes 2,Feb 2nd 2019,https://www.bestfightodds.com/events/ufc-on-espn-2-assuncao-vs-moraes-2-1628,Magomed Bibulatov,Rogerio Bontorin,-400,300,0.8,0.25
