date,fighter1,fighter2,odds1,odds2,prob1,prob2,pick,pick_odds,pick_prob,ev1,ev2,error
2025-10-25,Louie Sutherland,Valter Walker,320,-405,0.253,0.747,Valter Walker,-405.0,0.747,0.0626000000000001,-0.06855555555555556,False
2025-10-25,Jose Delgado,Nathaniel Wood,-162,136,0.47600000000000003,0.524,Nathaniel Wood,136.0,0.524,-0.23017283950617284,0.23664000000000007,False
2025-10-25,Chris Barnett,Hamdy Abdelwahab,340,-430,0.17600000000000002,0.824,Hamdy Abdelwahab,-430.0,0.824,-0.2255999999999999,0.015627906976744127,False
2025-10-25,Azat Maksum,Mitch Raposo,-500,385,0.48200000000000004,0.518,Mitch Raposo,385.0,0.518,-0.4216,1.5123000000000002,False
2025-10-25,Jaqueline Amorim,Mizuki Inoue,-490,380,,,,,,,,True
2025-11-01,David Onama,Steve Garcia,118,-138,0.218,0.782,Steve Garcia,-138.0,0.782,-0.5247600000000001,0.3486666666666667,False
2025-11-01,Ante Delija,Waldo Cortes-Acosta,-130,110,,,,,,,,True
2025-11-01,Jeremiah Wells,Themba Gorimbo,132,-166,0.514,0.486,Jeremiah Wells,132.0,0.514,0.1924800000000001,-0.22122891566265057,False
2025-11-01,Isaac Dulgarian,Yadier Del Valle,-146,124,0.374,0.626,Yadier Del Valle,124.0,0.626,-0.36983561643835616,0.40224000000000004,False
2025-11-01,Charles Radtke,Daniel Frunza,-172,144,0.6779999999999999,0.32200000000000006,Charles Radtke,-172.0,0.6779999999999999,0.07218604651162785,-0.21431999999999984,False
2025-11-01,Allan Nascimento,Cody Durden,-310,250,0.6559999999999999,0.3440000000000001,Allan Nascimento,-310.0,0.6559999999999999,-0.13238709677419366,0.2040000000000003,False
2025-11-01,Billy Elekana,Kevin Christian,-270,220,0.603,0.397,Billy Elekana,-270.0,0.603,-0.17366666666666672,0.2704000000000001,False
2025-11-01,Chang Ho Lee,Timmy Cuamba,-108,-108,,,,,,,,True
2025-11-01,Donte Johnson,Sedriques Dumas,-350,280,0.895,0.10499999999999998,Donte Johnson,-350.0,0.895,0.15071428571428575,-0.6010000000000001,False
2025-11-01,Ketlen Vieira,Norma Dumont,146,-174,0.29,0.71,Norma Dumont,-174.0,0.71,-0.2866,0.11804597701149416,False
2025-11-01,Alice Ardelean,Montserrat Ruiz,-360,290,,,,,,,,True
2025-11-01,Phil Rowe,Seokhyeon Ko,152,-180,0.255,0.745,Seokhyeon Ko,-180.0,0.745,-0.3574,0.1588888888888889,False
2025-11-01,Ariane Carnelossi,Talita Alencar,188,-225,0.33,0.6699999999999999,Talita Alencar,-225.0,0.6699999999999999,-0.04959999999999998,-0.03222222222222232,False
2025-11-09,Gabriel Bonfim,Randy Brown,-164,138,0.627,0.373,Gabriel Bonfim,-164.0,0.627,0.009317073170731716,-0.11226000000000003,False
2025-11-09,Joseph Morales,Matt Schnell,-490,380,0.688,0.31200000000000006,Joseph Morales,-490.0,0.688,-0.17159183673469394,0.49760000000000026,False
2025-11-09,Muslim Salikhov,Uros Medic,110,-130,0.275,0.725,Uros Medic,-130.0,0.725,-0.42249999999999993,0.2826923076923077,False
2025-11-09,Chris Padilla,Ismael Bonfim,-118,100,0.6609999999999999,0.3390000000000001,Chris Padilla,-118.0,0.6609999999999999,0.22116949152542353,-0.32199999999999984,False
2025-11-09,Christian Leroy Duncan,Marco Tulio,140,-166,0.685,0.31499999999999995,Christian Leroy Duncan,140.0,0.685,0.644,-0.49524096385542177,False
2025-11-15,Islam Makhachev,Jack Della Maddalena,-320,260,0.6920000000000001,0.30799999999999994,Islam Makhachev,-320.0,0.6920000000000001,-0.09174999999999991,0.10879999999999979,False
2025-11-15,Valentina Shevchenko,Zhang Weili,-142,120,0.599,0.401,Valentina Shevchenko,-142.0,0.599,0.020830985915492872,-0.11779999999999996,False
2025-11-15,Michael Morales,Sean Brady,128,-152,0.775,0.22499999999999998,Michael Morales,128.0,0.775,0.7670000000000001,-0.6269736842105263,False
2025-11-15,Carlos Prates,Leon Edwards,-154,130,0.728,0.272,Carlos Prates,-154.0,0.728,0.2007272727272727,-0.37439999999999996,False
2025-11-15,Beneil Dariush,Benoit Saint-Denis,160,-190,,,,,,,,True
2025-11-15,Bo Nickal,Rodolfo Vieira,-245,200,0.7170000000000001,0.2829999999999999,Bo Nickal,-245.0,0.7170000000000001,0.009653061224489945,-0.15100000000000025,False
2025-11-15,Gregory Rodrigues,Roman Kopylov,-196,164,0.5489999999999999,0.45100000000000007,Gregory Rodrigues,-196.0,0.5489999999999999,-0.17089795918367356,0.19064000000000014,False
2025-11-15,Erin Blanchfield,Tracy Cortez,-330,265,0.6990000000000001,0.30099999999999993,Erin Blanchfield,-330.0,0.6990000000000001,-0.08918181818181808,0.09864999999999968,False
2025-11-15,Ethyn Ewing,Malcolm Wellmaker,330,-420,0.6890000000000001,0.31099999999999994,Ethyn Ewing,330.0,0.6890000000000001,1.9627000000000003,-0.614952380952381,False
2025-11-15,Gerald Meerschaert,Kyle Daukaus,370,-480,0.271,0.729,Kyle Daukaus,-480.0,0.729,0.27370000000000017,-0.11912500000000001,False
2025-11-15,Chepe Mariscal,Pat Sabbatini,-102,-116,,,,,,,,True
2025-11-15,Angela Hill,Fatima Kline,440,-590,0.134,0.866,Fatima Kline,-590.0,0.866,-0.27639999999999987,0.012779661016949134,False
2025-11-22,Arman Tsarukyan,Dan Hooker,-750,530,0.841,0.15900000000000003,Arman Tsarukyan,-750.0,0.841,-0.04686666666666671,0.0017000000000001458,False
2025-11-22,Belal Muhammad,Ian Machado Garry,235,-290,0.16899999999999998,0.831,Ian Machado Garry,-290.0,0.831,-0.43384999999999996,0.11755172413793102,False
2025-11-22,Alonzo Menifield,Volkan Oezdemir,190,-230,0.34299999999999997,0.657,Volkan Oezdemir,-230.0,0.657,-0.005300000000000082,-0.05734782608695649,False
2025-11-22,Jack Hermansson,Myktybek Orolbai,166,-198,0.382,0.618,Myktybek Orolbai,-198.0,0.618,0.016120000000000023,-0.06987878787878787,False
2025-11-22,Shamil Gaziev,Waldo Cortes-Acosta,126,-148,,,,,,,,True
2025-11-22,Kyoji Horiguchi,Tagir Ulanbekov,194,-235,0.758,0.242,Kyoji Horiguchi,194.0,0.758,1.22852,-0.6550212765957447,False
