event_date,f1_name,f2_name,weight_class,model_prob_f1,model_prob_f2,base_confidence,adjusted_confidence,prediction_correct,fighter1_odds,fighter2_odds,is_favorite,f1_top1_striking_volume_control,f1_top2_striking_differential,f1_top3_striking_accuracy,f2_top1_striking_volume_control,f2_top2_striking_differential,f2_top3_striking_accuracy
2025-01-18,Payton Talbott,Raoni Barcelos,Bantamweight,0.859439805150032,0.14056019484996796,0.7188796103000641,0.6110476687550545,False,-1200,750,True,3.403669724770642,2.911111111111111,0.7135683291892155,1.0478087649402392,0.2181818181818187,0.5218001138883386
2025-10-11,Deiveson Figueiredo,Montel Jackson,Bantamweight,0.2384541779756546,0.7615458220243454,0.5230916440486908,0.4673534704371173,False,265,-330,False,0.7980822219772954,-0.6428070175438592,0.5731144661920329,2.0384615384615388,1.3090909090909093,0.5590850860634355
2025-06-14,Alonzo Menifield,Oumar Sy,Light Heavyweight,0.28080515563488007,0.7191948443651199,0.43838968873023987,0.43838968873023987,False,490,-670,False,1.0761381475667189,0.2155555555555555,0.5534111283200075,2.368421052631579,1.7333333333333334,0.3
2025-02-15,Gregory Rodrigues,Jared Cannonier,Middleweight,0.7559540569782257,0.2440459430217743,0.5119081139564514,0.435011779227877,False,-240,194,True,1.3177189409368637,1.1555555555555563,0.5993120972362184,1.0766052129688493,0.2677777777777774,0.5109453023811485
2025-02-22,Ibo Aslan,Ion Cutelaba,Light Heavyweight,0.7359321117401123,0.2640678882598877,0.4718642234802246,0.39628229204707366,False,-215,180,True,2.7241379310344827,3.333333333333333,0.5944444444444444,1.4445364238410598,1.0529411764705885,0.4886374270220675
2025-08-09,Andre Fili,Christian Rodriguez,Featherweight,0.2376411110162735,0.7623588889837265,0.524717777967453,0.38268547796487923,False,205,-250,False,0.9403651115618664,-0.2041666666666661,0.3718990406426437,1.160220994475138,0.4833333333333334,0.5198854346092703
2025-01-18,Muin Gafurov,Rinya Nakamura,Bantamweight,0.3092808425426483,0.6907191574573517,0.38143831491470337,0.38143831491470337,False,530,-750,False,1.656716417910448,0.977777777777778,0.4612800653887941,2.7435897435897436,1.511111111111111,0.5381453634085213
2025-12-06,Merab Dvalishvili,Petr Yan,Bantamweight,0.6880806982517242,0.31191930174827576,0.3761613965034485,0.3761613965034485,False,-375,300,True,1.7609541532735582,1.8741666666666672,0.4352953311541986,1.314732784904792,1.2157777777777778,0.5521974806752323
2025-02-22,Alonzo Menifield,Julius Walker,Light Heavyweight,0.3182123452425003,0.6817876547574997,0.3635753095149994,0.3635753095149994,False,-235,194,True,1.086206896551724,0.2261904761904758,0.5506664421504454,1.2264150943396226,0.7999999999999998,0.6063006979815129
2025-04-05,Joanderson Brito,Pat Sabatini,Featherweight,0.6899298429489136,0.3100701570510864,0.37985968589782715,0.359576665356685,False,-205,172,True,1.28125,0.5142857142857145,0.5266426892226466,0.9537037037037036,-0.0625,0.5268849206349207
2025-01-11,Amanda Ribas,Mackenzie Dern,Women's Strawweight,0.6967757493257523,0.30322425067424774,0.3935514986515045,0.34997141160320316,False,-194,162,True,1.326997751890456,0.9696969696969702,0.4522653504311348,0.9246778989098116,-0.2533333333333338,0.4159144390545552
2025-10-18,Bruno Silva,HyunSung Park,Flyweight,0.2920098900794983,0.7079901099205017,0.4159802198410034,0.347078505653009,False,188,-225,False,0.8374512353706112,-0.625,0.5053131222801347,1.411504424778761,0.7749999999999999,0.4476262984327501
2025-09-06,Brad Tavares,Robert Bryczek,Middleweight,0.6771695464849472,0.3228304535150528,0.3543390929698944,0.34317435024475035,False,-200,168,True,1.0436769933976635,0.1323076923076924,0.42458536598605,0.4776119402985074,-2.3333333333333335,0.2406015037593984
2025-06-21,Bogdan Grad,Muhammad Naimov,Featherweight,0.6715031117200851,0.32849688827991486,0.3430062234401703,0.3430062234401703,False,205,-250,False,1.352941176470588,1.1999999999999995,0.696969696969697,0.8781869688385268,-0.286666666666667,0.4386719712039405
2025-08-02,Austin Bashi,John Yannis,Featherweight,0.8794144913554192,0.12058550864458084,0.7588289827108383,0.7588289827108383,True,-1150,730,True,0.5227272727272728,-1.3999999999999997,0.46,0.0,-0.4,0.0
2025-03-29,Raul Rosas Jr.,Vince Morales,Bantamweight,0.8189974874258041,0.18100251257419586,0.6379949748516083,0.6379949748516083,True,-480,370,True,1.2076502732240435,0.2533333333333332,0.3806676265130911,0.84251968503937,-0.666666666666667,0.3715484152228621
2025-05-10,Benoit Saint Denis,Kyle Prepolec,Lightweight,0.8089739456772804,0.19102605432271957,0.6179478913545609,0.6179478913545609,True,-1400,830,True,1.1418002466091246,0.4791666666666665,0.5582812138782288,0.6808510638297872,-1.5,0.3502625093753349
