Date,Predicted Winner,Opponent,Is Underdog,Market Prob %,Model Prob %,Edge %,Confidence,Odds,Won?,Correct?,Profit/Loss
2025-06-21,Irina Alekseeva,Klaudia Sygula,Yes,33.3,72.7,1.7,0.4535,200,No,No,-1.0
2025-06-07,MarQuel Mederos,Mark Choinski,No,60.6,78.1,17.5,0.5622,-154,Yes,Yes,0.65
2025-05-10,Bruno Silva,Marc-Andre Barriault,No,61.8,57.2,14.8,0.143,-162,No,No,-1.0
2025-05-10,Brad Katona,Bekzat Almakhan,No,58.7,72.0,26.5,0.44,-142,No,No,-1.0
2025-03-22,Sean Brady,Leon Edwards,No,56.9,60.6,3.7,0.2123,-132,Yes,Yes,0.76
2025-03-22,Carlos Ulberg,Jan Blachowicz,No,76.7,80.5,3.7,0.6091,-330,Yes,Yes,0.3
2025-03-22,Kevin Holland,Gunnar Nelson,Yes,48.1,65.5,17.5,0.3107,108,Yes,Yes,1.08
2025-03-22,Chris Duncan,Jordan Vucenic,Yes,27.4,54.1,26.7,0.0811,265,Yes,Yes,2.65
2025-03-22,Nathaniel Wood,Morgan Charriere,Yes,50.5,54.1,3.6,0.0817,-102,Yes,Yes,0.98
2025-03-22,Chris Padilla,Jai Herbert,Yes,47.6,76.3,28.6,0.5251,110,Yes,Yes,1.1
2025-03-22,Mick Parkin,Marcin Tybura,Yes,41.3,67.3,4.6,0.3464,142,No,No,-1.0
2025-03-22,Nathan Fletcher,Caolan Loughran,Yes,43.1,83.8,22.8,0.6757,132,No,No,-1.0
2025-02-01,Nassourdine Imavov,Israel Adesanya,Yes,42.7,64.9,22.2,0.2983,134,Yes,Yes,1.34
2025-02-01,Shara Magomedov,Michael Page,Yes,37.9,72.8,6.6,0.4567,164,No,No,-1.0
2025-02-01,Vinicius Oliveira,Said Nurmagomedov,Yes,34.7,52.0,17.2,0.0391,188,Yes,Yes,1.88
2025-02-01,Fares Ziam,Mike Davis,Yes,45.0,71.8,26.7,0.4351,122,Yes,Yes,1.22
2025-02-01,Muhammad Naimov,Kaan Ofli,No,79.6,79.8,0.2,0.5963,-390,Yes,Yes,0.26
2025-02-01,Jamal Pogues,Hamdy Abdelwahab,No,59.7,51.4,7.1,0.027,-148,No,No,-1.0
2025-01-18,Jamahal Hill,Jiri Prochazka,Yes,49.5,55.1,0.5,0.1012,102,No,No,-1.0
2025-01-18,Reinier de Ridder,Kevin Holland,No,57.6,59.9,2.2,0.1974,-136,Yes,Yes,0.74
2025-01-18,Ailin Perez,Karol Rosa,Yes,32.8,57.8,25.0,0.1557,205,Yes,Yes,2.05
2025-01-18,Clayton Carpenter,Tagir Ulanbekov,No,79.6,51.7,27.3,0.0334,-390,No,No,-1.0
2025-12-06,Mairon Santos,Muhammad Naimov,No,71.0,74.9,3.9,0.4974,-245,Yes,Yes,0.41
