Date,Predicted Winner,Opponent,Is Underdog,Market Prob %,Model Prob %,Edge %,Confidence,Odds,Won?,Correct?,Profit/Loss
2025-06-21,Bogdan Grad,Muhammad Naimov,No,71.4,65.0,32.2,0.2991,-250,No,No,-1.0
2025-06-21,Daria Zhelezniakova,Melissa Mullins,Yes,32.8,59.7,26.9,0.1943,205,Yes,Yes,2.05
2025-06-14,Miranda Maverick,Rose Namajunas,No,71.0,60.6,27.3,0.2118,-245,No,No,-1.0
2025-06-14,Andre Petroski,Edmen Shahbazyan,No,62.7,53.6,12.3,0.072,-168,No,No,-1.0
2025-06-14,Cody Durden,Jose Ochoa,No,67.2,53.6,16.8,0.0721,-205,No,No,-1.0
2025-06-14,Cameron Smotherman,Ricky Simon,No,79.6,54.4,30.0,0.0887,-390,No,No,-1.0
2025-06-07,Kelvin Gastelum,Joe Pyfer,No,79.6,52.1,27.7,0.0417,-390,No,No,-1.0
2025-06-07,Andreas Gustafsson,Khaos Williams,Yes,38.8,51.2,12.4,0.0234,158,Yes,Yes,1.58
2025-06-07,Ariane da Silva,Wang Cong,No,86.7,53.8,36.0,0.0766,-650,No,No,-1.0
2025-06-07,MarQuel Mederos,Mark Choinski,No,60.6,82.7,22.1,0.6542,-154,Yes,Yes,0.65
2025-05-17,Michael Morales,Gilbert Burns,No,82.8,86.1,3.3,0.7215,-480,Yes,Yes,0.21
2025-05-17,Mairon Santos,Sodiq Yusuff,No,59.7,70.4,10.8,0.4088,-148,Yes,Yes,0.68
2025-05-10,Jack Della Maddalena,Belal Muhammad,Yes,37.6,58.0,20.4,0.1601,166,Yes,Yes,1.66
2025-05-10,Valentina Shevchenko,Manon Fiorot,Yes,46.3,55.8,9.5,0.1168,116,Yes,Yes,1.16
2025-05-10,Aiemann Zahabi,Jose Aldo,Yes,38.5,56.3,17.9,0.1269,160,Yes,Yes,1.6
2025-05-10,Mike Malott,Charles Radtke,No,66.7,70.9,4.2,0.4178,-200,Yes,Yes,0.5
2025-05-10,Jessica Andrade,Jasmine Jasudavicius,No,73.3,50.4,19.6,0.0082,-275,No,No,-1.0
2025-05-10,Ion Cutelaba,Modestas Bukauskas,Yes,51.5,60.1,7.7,0.2019,-106,No,No,-1.0
2025-05-10,Bruno Silva,Marc-Andre Barriault,No,61.8,50.7,8.3,0.0131,-162,No,No,-1.0
2025-05-10,Brad Katona,Bekzat Almakhan,No,58.7,59.2,13.8,0.1844,-142,No,No,-1.0
2025-05-03,Reinier de Ridder,Bo Nickal,Yes,25.3,54.2,28.9,0.0834,295,Yes,Yes,2.95
2025-05-03,Daniel Rodriguez,Santiago Ponzinibbio,Yes,45.9,57.3,11.4,0.1457,118,Yes,Yes,1.18
2025-05-03,Montel Jackson,Daniel Marcos,No,69.2,75.3,6.1,0.5062,-225,Yes,Yes,0.44
2025-05-03,Cameron Smotherman,Serhiy Sidey,No,58.0,67.6,21.7,0.3517,-138,No,No,-1.0
2025-05-03,Gaston Bolanos,Quang Le,Yes,48.1,60.1,4.4,0.2024,108,No,No,-1.0
2025-04-26,Zhang Mingyang,Anthony Smith,No,78.7,79.1,0.4,0.5822,-370,Yes,Yes,0.27
2025-04-26,Abus Magomedov,Michel Pereira,Yes,45.5,57.9,12.5,0.1585,120,Yes,Yes,1.2
2025-04-26,Andre Muniz,Ikram Aliskerov,No,81.1,52.5,29.8,0.0503,-430,No,No,-1.0
2025-04-26,Jimmy Flick,Matt Schnell,No,62.1,52.0,10.0,0.0409,-164,No,No,-1.0
2025-04-26,Gauge Young,Evan Elder,No,68.3,51.2,15.5,0.0233,-215,No,No,-1.0
2025-04-26,John Castaneda,Chris Gutierrez,No,59.7,50.3,6.1,0.006,-148,No,No,-1.0
2025-04-05,Joanderson Brito,Pat Sabatini,Yes,36.8,68.1,0.8,0.3611,172,No,No,-1.0
2025-04-05,Gerald Meerschaert,Brad Tavares,No,62.4,58.2,16.5,0.1643,-166,No,No,-1.0
2025-04-05,Rhys McKee,Daniel Frunza,Yes,49.0,66.8,17.8,0.3364,104,Yes,Yes,1.04
2025-03-29,Manuel Torres,Drew Dober,No,55.4,69.8,14.5,0.3962,-124,Yes,Yes,0.81
2025-03-29,CJ Vergara,Edgar Chairez,No,73.0,57.3,26.1,0.1464,-270,No,No,-1.0
2025-03-29,Raul Rosas Jr.,Vince Morales,No,82.8,82.8,0.1,0.6568,-480,Yes,Yes,0.21
2025-03-22,Kevin Holland,Gunnar Nelson,Yes,48.1,64.8,16.8,0.2967,108,Yes,Yes,1.08
2025-03-22,Chris Duncan,Jordan Vucenic,Yes,27.4,55.1,27.7,0.1028,265,Yes,Yes,2.65
2025-03-22,Nathaniel Wood,Morgan Charriere,Yes,50.5,54.2,3.7,0.0841,-102,Yes,Yes,0.98
2025-03-22,Chris Padilla,Jai Herbert,Yes,47.6,73.2,25.5,0.4632,110,Yes,Yes,1.1
2025-03-22,Mick Parkin,Marcin Tybura,Yes,41.3,70.7,8.0,0.4132,142,No,No,-1.0
2025-03-22,Puja Tomar,Shauna Bannon,No,67.7,51.9,15.7,0.0388,-210,No,No,-1.0
2025-03-22,Nathan Fletcher,Caolan Loughran,Yes,43.1,88.3,27.4,0.7661,132,No,No,-1.0
2025-03-15,Chidi Njokuani,Elizeu Zaleski dos Santos,Yes,37.9,51.6,13.7,0.0321,164,Yes,Yes,1.64
2025-03-08,Justin Gaethje,Rafael Fiziev,Yes,42.6,51.2,8.6,0.0235,135,Yes,Yes,1.35
2025-03-01,Cody Brundage,Julian Marquez,No,53.7,64.3,10.6,0.2856,-116,Yes,Yes,0.86
2025-02-22,Song Yadong,Henry Cejudo,No,71.8,72.8,1.0,0.4567,-255,Yes,Yes,0.39
2025-02-22,Julius Walker,Alonzo Menifield,No,70.1,70.4,36.4,0.4076,-235,No,No,-1.0
2025-02-22,Ibo Aslan,Ion Cutelaba,Yes,35.7,72.3,4.1,0.4461,180,No,No,-1.0
2025-02-22,Melquizael Costa,Andre Fili,No,58.7,61.8,3.1,0.2355,-142,Yes,Yes,0.7
2025-02-22,Austin Vanderford,Nikolay Veretennikov,Yes,49.5,60.4,10.8,0.2071,102,Yes,Yes,1.02
2025-02-15,Gregory Rodrigues,Jared Cannonier,Yes,34.0,78.2,7.6,0.5643,194,No,No,-1.0
2025-02-15,Andre Petroski,Rodolfo Vieira,Yes,31.2,59.9,28.7,0.1985,220,Yes,Yes,2.2
2025-02-08,Dricus Du Plessis,Sean Strickland,No,68.8,70.4,1.6,0.4075,-220,Yes,Yes,0.45
2025-02-08,Tatiana Suarez,Zhang Weili,Yes,44.6,61.8,2.4,0.2353,124,No,No,-1.0
2025-02-08,Tallison Teixeira,Justin Tafa,No,60.9,67.8,6.9,0.3558,-156,Yes,Yes,0.64
2025-02-08,Jack Jenkins,Gabriel Santos,No,69.2,57.1,22.4,0.1422,-225,No,No,-1.0
2025-02-08,Tom Nolan,Viacheslav Borshchev,Yes,50.5,71.9,21.4,0.4387,-102,Yes,Yes,0.98
2025-02-08,Rongzhu,Kody Steele,Yes,26.3,73.1,46.8,0.462,280,Yes,Yes,2.8
2025-02-08,Jonathan Micallef,Kevin Jousset,Yes,35.7,51.0,15.3,0.0197,180,Yes,Yes,1.8
2025-02-01,Nassourdine Imavov,Israel Adesanya,Yes,42.7,55.6,12.9,0.1121,134,Yes,Yes,1.34
2025-02-01,Jairzinho Rozenstruik,Sergei Pavlovich,No,76.2,58.0,30.2,0.1596,-320,No,No,-1.0
2025-02-01,Vinicius Oliveira,Said Nurmagomedov,Yes,34.7,58.9,24.2,0.1776,188,Yes,Yes,1.88
2025-02-01,Fares Ziam,Mike Davis,Yes,45.0,75.6,30.6,0.5121,122,Yes,Yes,1.22
2025-02-01,Jamal Pogues,Hamdy Abdelwahab,No,59.7,51.3,7.0,0.0252,-148,No,No,-1.0
2025-01-18,Merab Dvalishvili,Umar Nurmagomedov,Yes,31.2,61.4,30.1,0.2275,220,Yes,Yes,2.2
2025-01-18,Reinier de Ridder,Kevin Holland,No,57.6,67.4,9.7,0.3471,-136,Yes,Yes,0.74
2025-01-18,Ailin Perez,Karol Rosa,Yes,32.8,70.8,38.1,0.417,205,Yes,Yes,2.05
2025-01-18,Clayton Carpenter,Tagir Ulanbekov,No,79.6,53.6,29.3,0.0729,-390,No,No,-1.0
2025-01-11,Amanda Ribas,Mackenzie Dern,Yes,38.2,68.2,2.2,0.3636,162,No,No,-1.0
2025-01-11,Carlston Harris,Santiago Ponzinibbio,No,60.6,60.2,16.7,0.2045,-154,No,No,-1.0
2025-01-11,Christian Rodriguez,Austin Bashi,Yes,31.7,70.4,38.6,0.4076,215,Yes,Yes,2.15
2025-12-06,Joshua Van,Alexandre Pantoja,Yes,36.2,56.1,19.9,0.1223,176,Yes,Yes,1.76
2025-12-06,Tatsuro Taira,Brandon Moreno,No,53.7,66.8,13.1,0.3368,-116,Yes,Yes,0.86
2025-12-06,Payton Talbott,Henry Cejudo,No,71.4,78.9,7.4,0.5775,-250,Yes,Yes,0.4
2025-12-06,Terrance McKinney,Chris Duncan,No,55.8,58.5,10.4,0.1695,-126,No,No,-1.0
2025-12-06,Maycee Barber,Karine Silva,No,68.8,74.0,5.3,0.481,-220,Yes,Yes,0.45
2025-12-06,Fares Ziam,Nazim Sadykhov,No,65.3,80.3,15.0,0.606,-188,Yes,Yes,0.53
2025-12-06,Marvin Vettori,Brunno Ferreira,Yes,48.1,67.1,10.6,0.3416,108,No,No,-1.0
2025-12-06,Edson Barboza,Jalin Turner,No,82.1,57.9,36.1,0.157,-460,No,No,-1.0
2025-12-06,Ibo Aslan,Iwo Baraniewski,No,68.3,64.6,28.8,0.2911,-215,No,No,-1.0
