event_date,f1_name,f2_name,weight_class,model_prob_f1,model_prob_f2,base_confidence,adjusted_confidence,prediction_correct,fighter1_odds,fighter2_odds,is_favorite,f1_top1_striking_volume_control,f1_top2_striking_differential,f1_top3_striking_accuracy,f2_top1_striking_volume_control,f2_top2_striking_accuracy,f2_top3_striking_differential
2025-03-08,King Green,Mauricio Ruffy,Lightweight,0.25841011106967926,0.7415898889303207,0.4831797778606415,0.4831797778606415,True,400,-550,False,1.564481268011527,2.008974358974358,0.5419404591349671,1.0757575757575757,0.6089601769911505,0.333333333333333
2025-09-27,Navajo Stirling,Rodolfo Bellato,Light Heavyweight,0.7814480289816856,0.21855197101831436,0.5628960579633713,0.4755599776428834,True,-270,220,True,2.764705882352941,4.0,0.4960573476702509,0.8968105065666042,0.5806308988865428,-0.6111111111111107
2025-11-22,Arman Tsarukyan,Dan Hooker,Lightweight,0.7360720485448837,0.26392795145511627,0.47214409708976746,0.47214409708976746,True,-750,530,True,2.4342955622576476,2.017575757575758,0.5190862347878897,1.08447888027993,0.4734581860826681,0.3072727272727271
2025-08-09,Joselyne Edwards,Priscila Cachoeira,Women's Bantamweight,0.7340508997440338,0.2659491002559662,0.4681017994880676,0.4681017994880676,True,-420,330,True,1.509803921568627,1.5599999999999987,0.5467451874186354,0.6410810810810811,0.4605697397621712,-2.012121212121212
2025-06-14,Kris Moutinho,Malcolm Wellmaker,Bantamweight,0.2678155452013016,0.7321844547986984,0.46436890959739685,0.46436890959739685,True,980,-1800,False,0.3280254777070064,-7.033333333333333,0.3438837920489296,0.6666666666666666,0.5,-0.6000000000000001
2025-02-08,Kody Steele,Rongzhu,Lightweight,0.2690078318119049,0.7309921681880951,0.4619843363761902,0.4619843363761902,True,-350,280,True,0.4719999999999999,-4.4,0.2822966507177033,0.6835616438356165,0.4926755624625287,-1.925
2025-04-05,Josh Emmett,Lerone Murphy,Featherweight,0.26003026962280273,0.7399697303771973,0.47993946075439453,0.4543862722734957,True,260,-320,False,0.9172363281250002,-0.322857142857142,0.3615882341765948,1.713881019830028,0.5462106778675387,1.6799999999999995
2025-02-22,Jean Silva,Melsik Baghdasaryan,Featherweight,0.7252725660800934,0.2747274339199066,0.45054513216018677,0.45054513216018677,True,-490,380,True,1.4150197628458496,1.1666666666666663,0.5996215982454515,1.7003484320557491,0.5937517649614423,1.6749999999999998
2025-06-28,Alexandre Pantoja,Kai Kara-France,Flyweight,0.7687671333551407,0.23123286664485931,0.5375342667102814,0.44967737776382244,True,-250,205,True,1.2437703141928491,0.75,0.5261155834328732,1.434228060156101,0.4388407912557101,1.2672222222222218
2025-06-07,Bruno Silva,Joshua Van,Flyweight,0.2793564572930336,0.7206435427069664,0.4412870854139328,0.4412870854139328,True,520,-720,False,0.8653378706854643,-0.4859649122807017,0.5050629121846701,1.5507662835249043,0.5523204248802008,2.738095238095238
2025-06-07,Julianna Pena,Kayla Harrison,Women's Bantamweight,0.2797369360923767,0.7202630639076233,0.4405261278152466,0.4405261278152466,True,500,-700,False,1.7928425952865874,1.6515151515151518,0.4917510917805864,4.870370370370369,0.6517081210668265,3.483333333333333
2025-11-01,Donte Johnson,Sedriques Dumas,Middleweight,0.7197989225387573,0.2802010774612427,0.43959784507751465,0.43959784507751465,True,-350,280,True,2.0,0.5,0.5555555555555556,0.5730550284629982,0.3846221816158525,-1.0714285714285714
2025-10-04,Jakub Wiklacz,Patchy Mix,Bantamweight,0.7180933058261871,0.28190669417381287,0.43618661165237427,0.43618661165237427,True,280,-350,False,1.2432432432432432,0.6000000000000001,0.5542168674698795,0.7052023121387283,0.4013157894736842,-3.4000000000000004
2025-06-28,Charles Oliveira,Ilia Topuria,Lightweight,0.2824237272143364,0.7175762727856636,0.4351525455713272,0.4351525455713272,True,320,-405,False,1.0718799368088467,0.1605882352941177,0.5346042449524768,1.2215272348188686,0.4841284420659065,0.7083333333333326
2025-01-18,Jailton Almeida,Serghei Spivac,Heavyweight,0.7167102843523026,0.28328971564769745,0.4334205687046051,0.4334205687046051,True,-450,350,True,6.937931034482758,2.1525,0.5873484262125903,0.8873096446700507,0.4606622427892959,-0.3083333333333335
2025-08-09,Ode Osbourne,Steve Erceg,Bantamweight,0.2848959416151047,0.7151040583848953,0.43020811676979065,0.43020811676979065,True,440,-590,False,0.7942477876106198,-0.5636363636363626,0.4260222126270502,1.0614143920595531,0.4499394750836814,0.2199999999999997
2025-11-22,Belal Muhammad,Ian Machado Garry,Welterweight,0.25466497242450714,0.7453350275754929,0.4906700551509857,0.4261334638064611,True,235,-290,False,1.1917176470588238,0.6790000000000007,0.4302193074002131,1.6849765258215956,0.5418369458126878,1.945333333333332
2025-10-25,Mario Bautista,Umar Nurmagomedov,Bantamweight,0.292041540145874,0.707958459854126,0.41591691970825195,0.41591691970825195,True,460,-620,False,1.4004893964110932,1.3638888888888894,0.4861542380297652,2.7756448710257957,0.6292437757648701,2.8190476190476197
2025-10-25,Chris Barnett,Hamdy Abdelwahab,Heavyweight,0.2927263230085373,0.7072736769914627,0.4145473539829254,0.4145473539829254,True,340,-430,False,0.5862068965517242,-2.32,0.4554723427832671,0.7772277227722774,0.4933914417514081,-0.9999999999999992
2025-06-21,Curtis Blaydes,Rizvan Kuniev,Heavyweight,0.7089164704084396,0.29108352959156036,0.4178329408168793,0.41402967814448804,True,-240,198,True,1.4863110930845669,0.8414035087719298,0.4994068386658088,0.8035714285714286,0.4166666666666667,-0.7333333333333334
2025-01-11,Austin Bashi,Christian Rodriguez,Featherweight,0.2962166965007782,0.7037833034992218,0.4075666069984436,0.4075666069984436,True,-260,215,True,0.6590909090909092,-0.4999999999999998,0.3728571428571429,1.1386861313868617,0.494906147755118,0.4222222222222225
2025-11-15,Islam Makhachev,Jack Della Maddalena,Welterweight,0.7017854303121567,0.2982145696878433,0.40357086062431335,0.40357086062431335,True,-320,260,True,1.7928655561164395,0.9239215686274512,0.5722082999353063,1.6759530791788857,0.5320164223967768,2.3049999999999997
2025-08-02,Felipe Bunes,Rafael Estevam,Flyweight,0.30286000669002533,0.6971399933099747,0.39427998661994934,0.39427998661994934,True,490,-670,False,0.5454545454545455,-2.25,0.4175824175824176,0.2710280373831775,0.3926356589147287,-2.5999999999999996
2025-09-06,Robert Ruchala,William Gomis,Featherweight,0.1909986212849617,0.8090013787150383,0.6180027574300766,0.39273819619772754,True,220,-270,False,0.6938775510204082,-1.0,0.3541666666666667,1.2318840579710144,0.5071129709278483,0.6399999999999997
2025-02-01,Kaan Ofli,Muhammad Naimov,Featherweight,0.30426549911499023,0.6957345008850098,0.39146900177001953,0.39146900177001953,True,310,-390,False,0.3870967741935484,-1.9,0.4285714285714285,0.8453608247422679,0.4613834422657952,-0.3750000000000004
2025-07-19,Adam Fugitt,Islam Dulatov,Welterweight,0.30441799759864807,0.6955820024013519,0.39116400480270386,0.39116400480270386,True,320,-460,False,1.1336760925449871,0.4333333333333331,0.4786019479117903,1.5000000000000002,0.5121951219512195,1.4000000000000004
2025-02-08,Dricus Du Plessis,Sean Strickland,Middleweight,0.7037569433450699,0.2962430566549301,0.40751388669013977,0.3876390961853873,True,-220,184,True,1.4665782786432435,1.7595833333333335,0.5180707086287035,1.3547091206665671,0.4232027263178728,1.4448484848484844
2025-02-22,Henry Cejudo,Song Yadong,Bantamweight,0.27164726704359055,0.7283527329564095,0.4567054659128189,0.3869208093615453,True,210,-255,False,1.2424698795180722,0.69,0.4868171775181918,1.2231478726569471,0.411105996716936,0.714285714285714
2025-04-26,Nicolas Dalby,Randy Brown,Welterweight,0.31001797318458557,0.6899820268154144,0.37996405363082886,0.37996405363082886,True,260,-320,False,1.1163946061036196,0.4205128205128203,0.426725003864548,1.3419857235561323,0.4607607925050631,0.924561403508772
2025-01-18,Islam Makhachev,Renato Moicano,Lightweight,0.6897842735052109,0.3102157264947891,0.37956854701042175,0.37956854701042175,True,-1200,750,True,1.905422913196372,1.0191666666666663,0.5882344765759997,1.182077780799565,0.4629842150813246,0.5250980392156865
2025-02-22,Anthony Hernandez,Brendan Allen,Middleweight,0.6894041448831558,0.3105958551168442,0.37880828976631165,0.37880828976631165,True,-335,270,True,1.2834133936140153,0.742962962962963,0.5402869916276773,1.046645188401737,0.5662385494864874,0.1479999999999997
2025-05-10,Ivan Erslan,Navajo Stirling,Light Heavyweight,0.31204216182231903,0.687957838177681,0.37591567635536194,0.37591567635536194,True,265,-330,False,0.8666666666666667,-0.3999999999999999,0.5652173913043478,2.4375,0.5032258064516129,3.066666666666667
2025-12-06,Henry Cejudo,Payton Talbott,Bantamweight,0.2112351953983307,0.7887648046016693,0.5775296092033386,0.37545143805669656,True,205,-250,False,1.1876467136150235,0.5684444444444443,0.4879466589167283,2.059649122807017,0.644807664180196,2.0133333333333328
2025-12-06,Mairon Santos,Muhammad Naimov,Featherweight,0.6865483820438385,0.3134516179561615,0.373096764087677,0.373096764087677,True,-245,200,True,1.5537634408602148,1.144444444444444,0.4647422270361092,0.8337349397590361,0.4211155315588393,-0.3833333333333333
2025-01-18,Ailin Perez,Karol Rosa,Women's Bantamweight,0.7084821164608002,0.29151788353919983,0.41696423292160034,0.3714930713067756,True,205,-245,False,1.9585492227979275,1.2333333333333334,0.575166313591361,1.3202170963364992,0.5833524652964279,1.5733333333333333
2025-01-18,Diego Ferreira,Grant Dawson,Lightweight,0.3038666397333145,0.6961333602666855,0.39226672053337097,0.3575903107430478,True,200,-245,False,1.458201892744479,1.2911111111111104,0.4301547089716296,1.4773082942097029,0.5186882591609662,0.8472222222222225
2025-10-04,Jiri Prochazka,Khalil Rountree Jr.,Light Heavyweight,0.7074557691812515,0.2925442308187485,0.41491153836250305,0.355672348128685,True,-194,162,True,0.9770114942528736,-0.1104761904761906,0.5174656293152898,0.9141905570430352,0.4672298759197379,-0.2576470588235295
2025-08-02,Ketlen Souza,Piera Rodriguez,Women's Strawweight,0.3222198486328125,0.6777801513671875,0.355560302734375,0.3551754479657017,True,210,-255,False,0.922077922077922,-0.3000000000000002,0.4492253873063468,1.3068783068783068,0.5013790684624018,0.773333333333333
2025-08-16,Carlos Prates,Geoff Neal,Welterweight,0.6907861828804016,0.3092138171195984,0.3815723657608032,0.3539623431727605,True,200,-200,True,0.8254580520732883,-0.7240000000000002,0.5290236249538575,1.082946063934657,0.5313726637186881,0.3272222222222223
2025-05-03,Daniel Marcos,Montel Jackson,Bantamweight,0.24691366404294968,0.7530863359570503,0.5061726719141006,0.35385231918574045,True,188,-225,False,1.392282958199357,1.626666666666667,0.5646669788023171,2.0628272251308903,0.5695390492152336,1.3533333333333335
2025-05-10,Alexa Grasso,Natalia Silva,Women's Flyweight,0.30214354395866394,0.6978564560413361,0.3957129120826721,0.3506105312246124,True,194,-235,False,1.1131040303861577,0.4123076923076931,0.4465266842104988,2.253968253968254,0.4750062023230126,2.6333333333333333
2025-12-06,Karine Silva,Maycee Barber,Women's Flyweight,0.2595227509737015,0.7404772490262985,0.48095449805259705,0.347359875224056,True,184,-220,False,1.154867256637168,0.3888888888888888,0.3811433744452612,1.6722783389450055,0.5308141882949705,1.815151515151515
2025-05-03,Cory Sandhagen,Deiveson Figueiredo,Bantamweight,0.6718929409980774,0.3281070590019226,0.3437858819961548,0.3437858819961548,True,-520,400,True,1.5976383503701093,1.6147619047619046,0.450923445436958,0.8654241800798742,0.5679171217212199,-0.4118518518518517
2025-06-28,Tracy Cortez,Viviane Araujo,Women's Flyweight,0.6682418882846832,0.3317581117153168,0.33648377656936646,0.33648377656936646,True,-210,176,True,1.2566765578635015,0.7688888888888892,0.4923324666249195,0.8291064233230624,0.4801451299244783,-0.8011111111111111
2025-12-06,Fares Ziam,Nazim Sadykhov,Lightweight,0.8029809147119522,0.1970190852880478,0.6059618294239044,0.33290972649837974,True,-188,158,True,1.7114427860696515,1.0592592592592591,0.5729130840803008,0.8659147869674185,0.4720808080808081,-0.7133333333333338
