event_date,f1_name,f2_name,weight_class,model_prob_f1,model_prob_f2,base_confidence,adjusted_confidence,prediction_correct,fighter1_odds,fighter2_odds,is_favorite,f1_top1_striking_volume_control,f1_top2_striking_differential,f1_top3_striking_accuracy,f2_top1_striking_volume_control,f2_top2_striking_accuracy,f2_top3_striking_differential
2025-01-18,Payton Talbott,Raoni Barcelos,Bantamweight,0.8446543663740158,0.1553456336259842,0.6893087327480316,0.6893087327480316,False,-1200,750,True,3.403669724770642,2.911111111111111,0.7135683291892155,1.0478087649402392,0.5218001138883386,0.2181818181818187
2025-10-11,Deiveson Figueiredo,Montel Jackson,Bantamweight,0.2185107097029686,0.7814892902970314,0.5629785805940628,0.46930700713738255,False,265,-330,False,0.7980822219772954,-0.6428070175438592,0.5731144661920329,2.0384615384615388,0.5590850860634355,1.3090909090909093
2025-12-06,Merab Dvalishvili,Petr Yan,Bantamweight,0.7192654311656952,0.2807345688343048,0.4385308623313904,0.4385308623313904,False,-375,300,True,1.7609541532735582,1.8741666666666672,0.4352953311541986,1.314732784904792,0.5521974806752323,1.2157777777777778
2025-02-15,Gregory Rodrigues,Jared Cannonier,Middleweight,0.7821319252252579,0.21786807477474213,0.5642638504505157,0.43518921869385374,False,-240,194,True,1.3177189409368637,1.1555555555555563,0.5993120972362184,1.0766052129688493,0.5109453023811485,0.2677777777777774
2025-06-14,Alonzo Menifield,Oumar Sy,Light Heavyweight,0.2974056005477905,0.7025943994522095,0.40518879890441895,0.40518879890441895,False,490,-670,False,1.0761381475667189,0.2155555555555555,0.5534111283200075,2.368421052631579,0.3,1.7333333333333334
2025-02-22,Alonzo Menifield,Julius Walker,Light Heavyweight,0.29619330167770386,0.7038066983222961,0.4076133966445923,0.4047835475569766,False,-235,194,True,1.086206896551724,0.2261904761904758,0.5506664421504454,1.2264150943396226,0.6063006979815129,0.7999999999999998
2025-02-22,Ibo Aslan,Ion Cutelaba,Light Heavyweight,0.723065659403801,0.27693434059619904,0.44613131880760193,0.3918915962945354,False,-215,180,True,2.7241379310344827,3.333333333333333,0.5944444444444444,1.4445364238410598,0.4886374270220675,1.0529411764705885
2025-08-09,Andre Fili,Christian Rodriguez,Featherweight,0.26944443583488464,0.7305555641651154,0.4611111283302307,0.3802906823154641,False,205,-250,False,0.9403651115618664,-0.2041666666666661,0.3718990406426437,1.160220994475138,0.5198854346092703,0.4833333333333334
2025-04-05,Joanderson Brito,Pat Sabatini,Featherweight,0.6805411726236343,0.31945882737636566,0.3610823452472687,0.351972210505973,False,-205,172,True,1.28125,0.5142857142857145,0.5266426892226466,0.9537037037037036,0.5268849206349207,-0.0625
2025-01-11,Punahele Soriano,Uros Medic,Welterweight,0.310935378074646,0.689064621925354,0.378129243850708,0.3501834980333278,False,198,-240,False,1.2151481888035127,0.8166666666666669,0.5375510280001129,1.5966587112171835,0.5745277065831814,1.3888888888888884
2025-02-15,Ismael Bonfim,Nazim Sadykhov,Lightweight,0.6725861430168152,0.3274138569831848,0.34517228603363037,0.34517228603363037,False,-245,200,True,1.6859504132231409,1.8444444444444448,0.5970332577475435,0.7522522522522521,0.4859317815839555,-1.2222222222222228
2025-01-11,Amanda Ribas,Mackenzie Dern,Women's Strawweight,0.6818108260631561,0.31818917393684387,0.36362165212631226,0.33968056930347096,False,-194,162,True,1.326997751890456,0.9696969696969702,0.4522653504311348,0.9246778989098116,0.4159144390545552,-0.2533333333333338
2025-08-09,Cody Brundage,Eric McConico,Light Heavyweight,0.6681876629590988,0.3318123370409012,0.33637532591819763,0.33637532591819763,False,-230,190,True,0.6252427184466021,-1.0722222222222215,0.4575524163751059,0.25,0.3846153846153846,-1.5
2025-10-18,Danny Barlow,Djorden Santos,Middleweight,0.6662261337041855,0.3337738662958145,0.33245226740837097,0.33245226740837097,False,-250,205,True,1.3076923076923077,0.9777777777777774,0.496086996086996,0.9703703703703704,0.3797101449275362,-0.2666666666666675
2025-08-02,Austin Bashi,John Yannis,Featherweight,0.8882737122476101,0.11172628775238991,0.7765474244952202,0.7765474244952202,True,-1150,730,True,0.5227272727272728,-1.3999999999999997,0.46,0.0,0.0,-0.4
2025-03-29,Raul Rosas Jr.,Vince Morales,Bantamweight,0.8284026086330414,0.17159739136695862,0.6568052172660828,0.6551965665063483,True,-480,370,True,1.2076502732240435,0.2533333333333332,0.3806676265130911,0.84251968503937,0.3715484152228621,-0.666666666666667
2025-05-10,Benoit Saint Denis,Kyle Prepolec,Lightweight,0.8198662400245667,0.18013375997543335,0.6397324800491333,0.6397324800491333,True,-1400,830,True,1.1418002466091246,0.4791666666666665,0.5582812138782288,0.6808510638297872,0.3502625093753349,-1.5
2025-12-06,Antonio Trocoli,Mansur Abdul-Malik,Middleweight,0.20682290196418762,0.7931770980358124,0.5863541960716248,0.5863541960716248,True,980,-1800,False,0.2417582417582418,-2.3,0.4352941176470588,1.9197530864197536,0.4827100804806956,1.655555555555556
2025-10-04,Josh Emmett,Youssef Zalal,Featherweight,0.197085939347744,0.802914060652256,0.605828121304512,0.5689234379133057,True,360,-460,False,0.8923643054277829,-0.4159999999999999,0.3565965710123742,1.7303370786516856,0.5308996943339718,1.181818181818182
2025-02-22,Mansur Abdul-Malik,Nick Klein,Middleweight,0.7822596356272697,0.21774036437273026,0.5645192712545395,0.5645192712545395,True,-1350,810,True,9.666666666666666,5.2,0.5686274509803921,0.7307692307692308,0.5424430641821947,-0.6999999999999997
2025-05-17,Gilbert Burns,Michael Morales,Welterweight,0.13925054669380188,0.8607494533061981,0.7214989066123962,0.5623750411800299,True,370,-480,False,0.9505660377358496,-0.1518840579710132,0.5065467703396428,2.137755102040817,0.5723174074619721,2.973333333333334
2025-11-22,Nurullo Aliev,Shem Rock,Lightweight,0.8152184635400772,0.1847815364599228,0.6304369270801544,0.5296041483894451,True,-320,260,True,1.5882352941176472,0.6666666666666667,0.4099747474747475,0.8627450980392156,0.4230769230769231,-0.4666666666666668
2025-10-25,Louie Sutherland,Valter Walker,Heavyweight,0.17142323404550552,0.8285767659544945,0.657153531908989,0.5257123030867925,True,320,-405,False,0.6,-0.4,0.6,0.7894736842105263,0.5473767526006332,-0.2666666666666666
2025-09-06,Brendson Ribeiro,Oumar Sy,Light Heavyweight,0.2397853583097458,0.7602146416902542,0.5204292833805084,0.5204292833805084,True,420,-560,False,0.6705202312138729,-1.1399999999999997,0.4315535949585657,1.850746268656716,0.3180555555555555,1.2666666666666662
2025-08-09,Elijah Smith,Toshiomi Kazama,Bantamweight,0.7600661218166351,0.23993387818336487,0.5201322436332703,0.5201322436332703,True,-820,570,True,1.0,0.0,0.4123711340206185,0.289855072463768,0.4279569892473118,-3.2666666666666675
2025-10-11,Joel Alvarez,Vicente Luque,Welterweight,0.7588541060686111,0.24114589393138885,0.5177082121372223,0.5177082121372223,True,-650,410,True,1.5826645264847512,1.3444444444444446,0.5872902567037388,1.01223813980275,0.5140541989696115,0.0492753623188404
2025-04-26,Anthony Smith,Zhang Mingyang,Light Heavyweight,0.20890729874372482,0.7910927012562752,0.5821854025125504,0.5048876134427809,True,295,-370,False,0.7193597340656166,-1.0787499999999994,0.5044021272252053,1.4782608695652175,0.5535714285714286,1.1
2025-03-22,Carlos Ulberg,Jan Blachowicz,Light Heavyweight,0.7519371956586838,0.24806280434131622,0.5038743913173676,0.5038743913173676,True,-330,265,True,1.8916408668730649,2.4,0.6115505368856977,1.2201822744683664,0.5169467505549058,0.5556666666666672
2025-11-15,Angela Hill,Fatima Kline,Women's Strawweight,0.2536902502179146,0.7463097497820854,0.49261949956417084,0.49261949956417084,True,440,-590,False,1.1127413520811047,0.5269047619047624,0.491572059935515,1.795321637426901,0.486172924766387,1.5111111111111115
2025-10-04,Cory Sandhagen,Merab Dvalishvili,Bantamweight,0.2543347179889679,0.7456652820110321,0.4913305640220642,0.4913305640220642,True,330,-420,False,1.7132199861207498,1.827111111111112,0.462241192752655,1.7906462898177131,0.4356357746147929,1.9084444444444448
2025-02-15,Calvin Kattar,Youssef Zalal,Featherweight,0.2569298893213272,0.7430701106786728,0.4861402213573456,0.4861402213573456,True,350,-450,False,0.7609827381496027,-1.3420512820512815,0.3975406541212496,1.6943231441048034,0.528350566023008,1.06
