date,main_fight_id,fighter1,fighter2,odds1,odds2,prob1,prob2,pick,pick_odds,pick_prob,ev1,ev2,winner,pick_correct,actual_pnl,bet,skip_reason,error,female,odds_source_file,odds_source_line,odds_source_type,odds_source_row,source_event_id,source_url,scraped_at,bookmaker,odds_timestamp,odds_is_opening_line,odds_is_closing_line
2026-02-08,,Bruna Brasil,Ketlen Souza,123,-155,0.5107546746730804,0.48924532532691956,Bruna Brasil,123.0,0.5107546746730804,0.1389829245209694,-0.1951125293008743,Ketlen Souza,False,-1.0,False,underdog confidence (51.1% < 53.0%),False,True,backtest/odds/ufc_2026_odds_custom.csv,33,,,,,,,,,
2026-02-22,,Geoff Neal,Uros Medic,-220,170,0.4388815760612488,0.5611184239387512,Uros Medic,170.0,0.5611184239387512,-0.3616267984563654,0.5150197446346283,Uros Medic,True,1.7,True,,False,False,backtest/odds/ufc_2026_odds_custom.csv,34,,,,,,,,,
2026-02-22,,Anthony Hernandez,Sean Strickland,-275,220,0.7600540816783905,0.2399459183216095,Anthony Hernandez,-275.0,0.7600540816783905,0.036437384106896176,-0.2321730613708496,Sean Strickland,False,-1.0,False,edge (2.7% < 5.0%),False,False,backtest/odds/ufc_2026_odds_custom.csv,35,,,,,,,,,
2026-02-22,,Dan Ige,Melquizael Costa,198,-240,0.32430483400821686,0.6756951659917831,Melquizael Costa,-240.0,0.6756951659917831,-0.03357159465551374,-0.04276518151164055,Melquizael Costa,True,0.4166666666666667,False,edge (-3.0% < 5.0%),False,False,backtest/odds/ufc_2026_odds_custom.csv,36,,,,,,,,,
2026-02-22,,Ante Delija,Serghei Spivac,-125,105,0.4110284745693207,0.5889715254306793,Serghei Spivac,105.0,0.5889715254306793,-0.26014874577522273,0.2073916271328926,Serghei Spivac,True,1.05,True,,False,False,backtest/odds/ufc_2026_odds_custom.csv,37,,,,,,,,,
2026-02-22,,Jacobe Smith,Josiah Harrell,-320,250,0.8732632026076317,0.12673679739236832,Jacobe Smith,-320.0,0.8732632026076317,0.14615795342251658,-0.5564212091267109,Jacobe Smith,True,0.3125,False,min_fights,False,False,backtest/odds/ufc_2026_odds_custom.csv,38,,,,,,,,,
2026-02-22,,Michel Pereira,Zach Reese,-170,143,0.5592787563800812,0.4407212436199188,Michel Pereira,-170.0,0.5592787563800812,-0.11173373986692986,0.07095262199640273,Michel Pereira,True,0.5882352941176471,False,favorite confidence (55.9% < 65.0%),False,False,backtest/odds/ufc_2026_odds_custom.csv,39,,,,,,,,,
2026-02-22,,Carlos Leal Miranda,Chidi Njokuani,-138,110,0.5387899428606033,0.46121005713939667,Carlos Leal Miranda,-138.0,0.5387899428606033,-0.0707825623128725,-0.03145888000726693,Carlos Leal,True,0.7246376811594203,False,favorite confidence (53.9% < 65.0%),False,False,backtest/odds/ufc_2026_odds_custom.csv,40,,,,,,,,,
2026-02-22,,Alibi Idiris,Ode Osbourne,-138,110,0.4890879690647125,0.5109120309352875,Ode Osbourne,110.0,0.5109120309352875,-0.15650045914926392,0.07291526496410372,Alibi Idiris,False,-1.0,False,underdog confidence (51.1% < 53.0%),False,False,backtest/odds/ufc_2026_odds_custom.csv,41,,,,,,,,,
2026-02-22,,Alden Coria,Luis Gurule,-420,320,0.8108306750655174,0.18916932493448257,Alden Coria,-420.0,0.8108306750655174,0.003885597700164417,-0.20548883527517314,Alden Coria,True,0.23809523809523808,False,favorite cap (-420 <= -300),False,False,backtest/odds/ufc_2026_odds_custom.csv,42,,,,,,,,,
2026-03-01,,Ailin Perez,Macy Chiasson,-186,150,0.7066972404718399,0.2933027595281601,Ailin Perez,-186.0,0.7066972404718399,0.08664199341368928,-0.26674310117959976,Ailin Perez,True,0.5376344086021505,True,,False,True,backtest/odds/ufc_2026_odds_custom.csv,43,,,,,,,,,
2026-03-01,,Cristian Quinonez,Kris Moutinho,-649,450,0.7548682391643524,0.24513176083564758,Cristian Quinonez,-649.0,0.7548682391643524,-0.1288192432448383,0.3482246845960617,Cristian Quinonez,True,0.15408320493066255,False,favorite cap (-649 <= -300),False,False,backtest/odds/ufc_2026_odds_custom.csv,44,,,,,,,,,
2026-03-01,,David Martinez,Marlon Vera,-335,250,0.6983516663312912,0.3016483336687088,David Martinez,-335.0,0.6983516663312912,-0.0931851496892189,0.055769167840480804,David Martinez,True,0.29850746268656714,False,favorite cap (-335 <= -300),False,False,backtest/odds/ufc_2026_odds_custom.csv,45,,,,,,,,,
2026-03-01,,Daniel Zellhuber,King Green,-400,300,0.6199900358915329,0.3800099641084671,Daniel Zellhuber,-400.0,0.6199900358915329,-0.22501245513558388,0.5200398564338684,King Green,False,-1.0,False,favorite cap (-400 <= -300),False,False,backtest/odds/ufc_2026_odds_custom.csv,46,,,,,,,,,
2026-03-01,,Brandon Moreno,Loneer Kavanagh,-205,170,0.44638994336128235,0.5536100566387177,Loneer Kavanagh,170.0,0.5536100566387177,-0.3358588647551653,0.49474715292453764,Lone'er Kavanagh,True,1.7,True,,False,False,backtest/odds/ufc_2026_odds_custom.csv,47,,,,,,,,,
2026-03-01,,Imanol Rodriguez,Kevin Borjas,-455,340,0.6248579919338226,0.37514200806617737,Imanol Rodriguez,-455.0,0.6248579919338226,-0.23781058126753504,0.6506248354911803,Imanol Rodriguez,True,0.21978021978021978,False,favorite cap (-455 <= -300),False,False,backtest/odds/ufc_2026_odds_custom.csv,48,,,,,,,,,
2026-03-01,,Angel Pacheco,Santiago Luna,525,-770,0.1561012789607048,0.8438987210392952,Santiago Luna,-770.0,0.8438987210392952,-0.02436700649559498,-0.04650404246209505,Santiago Luna,True,0.12987012987012986,False,favorite cap (-770 <= -300),False,False,backtest/odds/ufc_2026_odds_custom.csv,49,,,,,,,,,
2026-03-01,,Edgar Chairez,Felipe Bunes,-335,250,0.5523325800895691,0.4476674199104309,Edgar Chairez,-335.0,0.5523325800895691,-0.2827920228687685,0.5668359696865082,Edgar Chairez,True,0.29850746268656714,False,favorite cap (-335 <= -300),False,False,backtest/odds/ufc_2026_odds_custom.csv,50,,,,,,,,,
2026-03-01,,Jose Medina,Ryan Gandra,500,-715,0.21125490218400955,0.7887450978159904,Ryan Gandra,-715.0,0.7887450978159904,0.2675294131040573,-0.10094090248946543,Ryan Gandra,True,0.13986013986013987,False,favorite cap (-715 <= -300),False,False,backtest/odds/ufc_2026_odds_custom.csv,51,,,,,,,,,
2026-03-08,,Cody Durden,Nyamjargal Tumendemberel,162,-195,0.3206650912761688,0.6793349087238312,Nyamjargal Tumendemberel,-195.0,0.6793349087238312,-0.1598574608564376,0.027711784992462518,Nyamjargal Tumendemberel,True,0.5128205128205128,False,edge (1.8% < 5.0%),False,False,backtest/odds/ufc_2026_odds_custom.csv,52,,,,,,,,,
2026-03-08,,Alberto Montes,Ricky Turcios,-190,155,0.6352158784866333,0.3647841215133667,Alberto Montes,-190.0,0.6352158784866333,-0.03045997494145447,-0.06980049014091494,Alberto Montes,True,0.5263157894736842,False,min_fights,False,False,backtest/odds/ufc_2026_odds_custom.csv,53,,,,,,,,,
2026-03-08,,Cody Brundage,Donte Johnson,600,-900,0.24861077964305878,0.7513892203569412,Donte Johnson,-900.0,0.7513892203569412,0.7402754575014114,-0.16512308849228752,Donte Johnson,True,0.1111111111111111,False,favorite cap (-900 <= -300),False,False,backtest/odds/ufc_2026_odds_custom.csv,54,,,,,,,,,
2026-03-08,,Brunno Ferreira,Gregory Rodrigues,132,-165,0.4186810404062271,0.5813189595937729,Gregory Rodrigues,-165.0,0.5813189595937729,-0.02865998625755306,-0.06636651944030414,Gregory Rodrigues,True,0.6060606060606061,False,favorite confidence (58.1% < 65.0%),False,False,backtest/odds/ufc_2026_odds_custom.csv,55,,,,,,,,,
2026-03-08,,Cody Garbrandt,Long Xiao,138,-175,0.3476322144269943,0.6523677855730057,Long Xiao,-175.0,0.6523677855730057,-0.17263532966375356,0.025149377329008904,Cody Garbrandt,False,-1.0,False,edge (1.6% < 5.0%),False,False,backtest/odds/ufc_2026_odds_custom.csv,56,,,,,,,,,
2026-03-08,,Caio Borralho,Reinier de Ridder,-230,190,0.4702226221561432,0.5297773778438568,Reinier de Ridder,190.0,0.5297773778438568,-0.3253327595150989,0.5363543957471848,Caio Borralho,False,-1.0,False,underdog confidence (53.0% < 53.0%),False,False,backtest/odds/ufc_2026_odds_custom.csv,57,,,,,,,,,
2026-03-08,,Charles Oliveira,Max Holloway,165,-210,0.42109648883342743,0.5789035111665726,Max Holloway,-210.0,0.5789035111665726,0.11590569540858264,-0.14542815018267863,Charles Oliveira,False,-1.0,False,favorite confidence (57.9% < 65.0%),False,False,backtest/odds/ufc_2026_odds_custom.csv,58,,,,,,,,,
2026-03-08,,Raul Rosas Jr,Rob Font,-335,250,0.621119350194931,0.37888064980506897,Raul Rosas Jr,-335.0,0.621119350194931,-0.19347188855285077,0.3260822743177414,Raul Rosas Jr.,True,0.29850746268656714,False,favorite cap (-335 <= -300),False,False,backtest/odds/ufc_2026_odds_custom.csv,59,,,,,,,,,
2026-03-08,,Drew Dober,Michael Johnson,-210,165,0.4574010372161865,0.5425989627838135,Michael Johnson,165.0,0.5425989627838135,-0.3247889450618199,0.4378872513771057,Drew Dober,False,-1.0,True,,False,False,backtest/odds/ufc_2026_odds_custom.csv,60,,,,,,,,,
2026-03-14,,Josh Emmett,Kevin Vallejos,400,-549,0.23939763754606247,0.7606023624539375,Kevin Vallejos,-549.0,0.7606023624539375,0.19698818773031235,-0.10085440212640173,Kevin Vallejos,True,0.18214936247723132,False,favorite cap (-549 <= -300),False,False,backtest/odds/ufc_2026_odds_custom.csv,61,,,,,,,,,
2026-03-14,,Chris Curtis,Myktybek Orolbai,350,-480,0.2792503237724304,0.7207496762275696,Myktybek Orolbai,-480.0,0.7207496762275696,0.2566264569759369,-0.12909414122502008,Myktybek Orolbai,True,0.20833333333333334,False,favorite cap (-480 <= -300),False,False,backtest/odds/ufc_2026_odds_custom.csv,62,,,,,,,,,
2026-03-14,,Amanda Lemos,Gillian Robertson,195,-250,0.338740810751915,0.661259189248085,Gillian Robertson,-250.0,0.661259189248085,-0.0007146082818508814,-0.07423713505268098,Gillian Robertson,True,0.4,False,edge (-5.3% < 5.0%),False,True,backtest/odds/ufc_2026_odds_custom.csv,63,,,,,,,,,
2026-03-14,,Andre Fili,Jose Delgado,370,-480,0.27809298783540726,0.7219070121645927,Jose Delgado,-480.0,0.7219070121645927,0.3070370428264142,-0.12769569363445044,Jose Delgado,True,0.20833333333333334,False,favorite cap (-480 <= -300),False,False,backtest/odds/ufc_2026_odds_custom.csv,64,,,,,,,,,
2026-03-14,,Harry Hardwick,Marwan Rahiki,230,-305,0.15244238823652267,0.8475576117634773,Marwan Rahiki,-305.0,0.8475576117634773,-0.4969401188194752,0.12544535332527312,Marwan Rahiki,True,0.32786885245901637,False,min_fights,False,False,backtest/odds/ufc_2026_odds_custom.csv,65,,,,,,,,,
2026-03-14,,Ion Cutelaba,Oumar Sy,240,-315,0.28949233889579773,0.7105076611042023,Oumar Sy,-315.0,0.7105076611042023,-0.015726047754287764,-0.06393435124367003,Ion Cutelaba,False,-1.0,False,favorite cap (-315 <= -300),False,False,backtest/odds/ufc_2026_odds_custom.csv,66,,,,,,,,,
2026-03-14,,Bruno Silva,Charles Johnson,148,-186,0.5120563209056854,0.4879436790943146,Bruno Silva,148.0,0.5120563209056854,0.26989967584609986,-0.2497210095646561,Charles Johnson,False,-1.0,False,underdog confidence (51.2% < 53.0%),False,False,backtest/odds/ufc_2026_odds_custom.csv,67,,,,,,,,,
2026-03-14,,Steven Asplund,Vitor Petrino,180,-225,0.6019799411296844,0.39802005887031555,Steven Asplund,180.0,0.6019799411296844,0.6855438351631165,-0.425082137187322,Vitor Petrino,False,-1.0,True,,False,False,backtest/odds/ufc_2026_odds_custom.csv,68,,,,,,,,,
2026-03-14,,Bolaji Oki,Manoel Sousa,215,-278,0.29325059056282043,0.7067494094371796,Manoel Sousa,-278.0,0.7067494094371796,-0.07626063972711561,-0.03902418429045368,Manoel Sousa,True,0.3597122302158273,False,min_fights,False,False,backtest/odds/ufc_2026_odds_custom.csv,69,,,,,,,,,
